id,titulo,tipo,fonteTitulo,data_publicacao,volume,issue,paginas,paginasInicio,paginasFim,numeroPaginas,doi,autores_artigo,orcid_autores,departamento,origem,financiador,repositorioIPBeja,apoiosPublicacao
WOS:000399922800002,"STUDY OF THE COGNITIVE STRUCTURE OF PORTUGUESE STUDENTS IN YEARS 9 (14-15 YEAR-OLDS) AND 12 (17-18 YEAR-OLDS) CONCERNING THE NOTION OF PROBABILITY: A CONTRIBUTION OF THEORIES OF NUCLEAR CONCEPTS AND THRESHOLD CONCEPTS",Article,"REVISTA LATINOAMERICANA DE INVESTIGACION EN MATEMATICA EDUCATIVA-RELIME",2017-03-01,20,1,9-38,9,38,30,10.12802/relime.17.2011,"Cesario Almeida; Luis Casas Garcia; Ricardo Luengo Gonzalez",0000-0003-4742-222X,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000392787100017,"Joining models with commutative orthogonal block structure",Article,"LINEAR ALGEBRA AND ITS APPLICATIONS",2017-03-15,517,,235-245,235,245,11,10.1016/j.laa.2016.12.019,"Carla Santos; Celia Nunes; Cristina Dias; Joao Tiago Mexia",0000-0002-0077-1249,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000515731800003,"Combining Models","Proceedings Paper","ICOMS 2018: 2018 INTERNATIONAL CONFERENCE ON MATHEMATICS AND STATISTICS",2018-01-01,,,11-15,11,15,5,10.1145/3274250.3274257,"Carla Santos; Celia Nunes; Cristina Dias; Joao T. Mexia",0000-0002-0077-1249,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000515731800010,"Degree-one Models and Cross Product Matrices","Proceedings Paper","ICOMS 2018: 2018 INTERNATIONAL CONFERENCE ON MATHEMATICS AND STATISTICS",2018-01-01,,,50-54,50,54,5,10.1145/3274250.3274258,"Cristina Dias; Carla Santos; Joao T. Mexia",0000-0002-0077-1249,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000467966400115,"Model Validation and Vec Operators","Proceedings Paper","INTERNATIONAL CONFERENCE OF COMPUTATIONAL METHODS IN SCIENCES AND ENGINEERING 2018 (ICCMSE-2018)",2018-01-01,2040,,,,,4,10.1063/1.5079167,"Cristina Dias; Carla Santos; Maria Varadinov; Joao Tiago Mexia",0000-0002-0077-1249,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000474641900008,"The importance of probabilistic health literacy","Meeting Abstract","EUROPEAN JOURNAL OF PUBLIC HEALTH",2019-06-01,29,,18-18,18,18,1,,"C. Santos; C. Dias; M. Borges",0000-0002-0077-1249,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000534898400001,"Models with commutative orthogonal block structure: a general condition for commutativity",Article,"JOURNAL OF APPLIED STATISTICS",2020-11-17,47,13-15,2421-2430,2421,2430,10,10.1080/02664763.2020.1765322,"C. Santos; C. Nunes; C. Dias; J. T. Mexia",0000-0002-0077-1249,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000534803300007,"Local government efficiency: is there anything new after Troika's intervention in Portugal?",Article,"EURASIAN ECONOMIC REVIEW",2020-06-01,10,2,309-332,309,332,24,10.1007/s40822-019-00126-0,"Maria Basilio; Clara Pires; Carlos Borralho; Jose Pires dos Reis",0000-0003-3868-9715,"Ciências Empresariais",WOS,N/A,N/A,N/A
WOS:000637533600022,"COVID-19 and online learning in higher education. A case study of students from Portalegre and Beja Polytechnic Institutes",Article,"INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH AND INNOVATION",2021-01-01,,15,317-325,317,325,9,10.46661/ijeri.5253,"Maria Isabel de Borges; Cristina Dias; Carla Santos",0000-0002-0077-1249,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000685635100005,"Determinants of Portuguese banks' profitability: an update",Article,"TOURISM & MANAGEMENT STUDIES",2021-01-01,17,3,63-70,63,70,8,10.18089/tms.2021.170305,"Clara Pires; Maria Basilio; Carlos Borralho",0000-0003-3868-9715,"Ciências Empresariais",WOS,N/A,N/A,N/A
WOS:000746924300061,"Isolated and structured families of models for stochastic symmetric matrices",Article,"COMPUTATIONAL AND MATHEMATICAL METHODS",2021-11-01,3,6,,,,8,10.1002/cmm4.1152,"Cristina Dias; Carla Santos; Joao Tiago Mexia",0000-0002-0077-1249,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:001038265400001,"ANALYSIS OF FLAWS IN GRAPHICAL REPRESENTATIONS OF STATISTICAL DATA IN THE FIELD OF OCCUPATIONAL SAFETYAND HEALTH",Article,"CADERNOS EDUCACAO TECNOLOGIA E SOCIEDADE",2023-01-01,16,1,9-22,9,22,14,10.14571/brajets.v16.n1.9-22,"Carla Santos; Cristina Dias; Ana Dias; Claudia Santos",0000-0002-0077-1249,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:001147127500001,"Addressing the algebraic structure of a linear mixed model with balanced design towards model extension",Article,"MATHEMATICAL METHODS IN THE APPLIED SCIENCES",2024-05-15,47,7,6051-6059,6051,6059,9,10.1002/mma.9906,"Carla Santos; Cristina Dias; Nuno M. Brites; Celia Nunes; Joao Tiago Mexia",0000-0002-0077-1249,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:001183190600001,"Comparison of optimal harvesting policies with general logistic growth and a general harvesting function",Article,"MATHEMATICAL METHODS IN THE APPLIED SCIENCES",2024-07-15,47,10,8076-8088,8076,8088,13,10.1002/mma.10004,"Miguel Reis; Nuno M. Brites; Carla Santos; Cristina Dias",0000-0002-0077-1249,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:001207710300018,"An assessment of the true Gini coefficient regarding the fulfilment of the basic criteria for inequality measures",Article,"ACTA SCIENTIARUM-TECHNOLOGY",2024-01-01,46,1,,,,9,10.4025/actascitechnol.v46i1.64563,"Carla Maria Lopes da Silva Afonso dos Santos; Cristina Paula Silva Dias",0000-0002-0077-1249,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000506384000043,"A narrativa visual de ""A Trilogia da Margem"" de Suzy Lee","Proceedings Paper","5TH INTERNATIONAL CONFERENCE ON ILLUSTRATION AND ANIMATION (CONFIA 2017)",2017-01-01,,,417-427,417,427,11,,"C. Rebeca Comin Silva; C. Isabel Pires dos Santos; Diana da Silva Costa","0000-0002-8195-1101; 0000-0002-8683-5564","Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000448704000137,"FOSTERING DIGITAL COMPETENCIES IN A REGIONAL CONTEXT","Proceedings Paper","12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED)",2018-01-01,,,5954-5958,5954,5958,5,,"E. Rodrigues; I. S. Brito; J. P. Barros; A. J. Toucinho Silva",0000-0001-8445-6651,Engenharia,WOS,N/A,N/A,N/A
WOS:000455645600053,"The Influence of Infographics in Accessing Information: Multidimensionality in Visual Representation and Configuration of Different Media","Proceedings Paper","ADVANCES IN ERGONOMICS IN DESIGN (AHFE 2018)",2019-01-01,777,,497-508,497,508,12,10.1007/978-3-319-94706-8_53,"Cristina Santos; Maria Joao Pereira Neto; Marco Neves",0000-0002-8195-1101,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000617739900243,"Moving to Project-Based Learning at the Program Level: an Experience Report","Proceedings Paper","PROCEEDINGS OF THE 2020 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE (EDUCON 2020)",2020-01-01,,,1614-1621,1614,1621,8,10.1109/educon45650.2020.9125297,"Isabel Sofia Brito; Joao Paulo Barros; Elsa Rodrigues",0000-0001-8445-6651,Engenharia,WOS,N/A,N/A,N/A
WOS:000651052300038,"Information Design in Presentation, Interpretation and Dissemination of Natural and Cultural Heritage","Proceedings Paper","ADVANCES IN ERGONOMICS IN DESIGN",2020-01-01,955,,413-423,413,423,11,10.1007/978-3-030-20227-9_38,"Cristina Santos; Maria Joao Pereira Neto; Marco Neves",0000-0002-8195-1101,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:001206154900009,"Resources and Skills for Information Design Practice","Proceedings Paper","DESIGN, USER EXPERIENCE, AND USABILITY, DUXU 2023, PT I",2023-01-01,14030,,110-122,110,122,13,10.1007/978-3-031-35699-5_9,"Cristina Pires dos Santos; Marco Neves; Carolina Bozzi",0000-0002-8195-1101,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000265921400015,"IDENTIFYING AND RETRIEVING DISTRESS IMAGES FROM ROAD PAVEMENT SURVEYS","Proceedings Paper","2008 15TH IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING, VOLS 1-5",2008-01-01,,,57-60,57,60,4,,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000349999100056,"AUTOMATIC CRACK DETECTION ON ROAD IMAGERY USING ANISOTROPIC DIFFUSION AND REGION LINKAGE","Proceedings Paper","18TH EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO-2010)",2010-01-01,,,274-278,274,278,5,,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000287728002072,"IMPROVED ROAD CRACK DETECTION BASED ON ONE-CLASS PARZEN DENSITY ESTIMATION AND ENTROPY REDUCTION","Proceedings Paper","2010 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING",2010-01-01,,,2201-2204,2201,2204,4,10.1109/ICIP.2010.5653305,"Henrique Oliveira; Jose Jasnau Caeiro; Paulo Lobato Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000319828100014,"Automatic Road Crack Detection and Characterization",Article,"IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS",2013-03-01,14,1,155-168,155,168,14,10.1109/TITS.2012.2208630,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000466711800116,"Initial underpricing and the Euronext Lisbon-listed companies","Proceedings Paper","2ND INTERNATIONAL SCIENTIFIC CONFERENCE - CONTEMPORARY ISSUES IN BUSINESS, MANAGEMENT AND EDUCATION 2013",2014-01-01,110,,1116-1123,1116,1123,8,10.1016/j.sbspro.2013.12.958,"Matias N. Isola; Fernando J. C. S. N. Teixeira; Fernando A. F. Ferreira",,,WOS,N/A,N/A,N/A
WOS:000370063600162,"<i>CrackIT</i> - AN IMAGE PROCESSING TOOLBOX FOR CRACK DETECTION AND CHARACTERIZATION","Proceedings Paper","2014 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING (ICIP)",2014-01-01,,,798-802,798,802,5,,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000393420200495,"ACCELERATED UNSUPERVISED FILTERING FOR THE SMOOTHING OF ROAD PAVEMENT SURFACE IMAGERY","Proceedings Paper","2014 PROCEEDINGS OF THE 22ND EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)",2014-01-01,,,2465-2469,2465,2469,5,,"Henrique Oliveira; Jose Caeiro; Paulo Lobato Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000426986000409,"Road Surface Crack Detection: Improved Segmentation with Pixel-based Refinement","Proceedings Paper","2017 25TH EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)",2017-01-01,,,2026-2030,2026,2030,5,,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000790340500031,"An Approach to Help Identifying Optimized Service Areas of Integrated Continuous Care Teams (ECCI): A Case Study in Alentejo - Portugal","Proceedings Paper","GERONTECHNOLOGY, IWOG 2018",2019-01-01,1016,,349-358,349,358,10,10.1007/978-3-030-16028-9_31,"Henrique Oliveira; Manuel Jose Lopes; Cesar Fonseca; Margarida Goes; David Mendes; Jose Caeiro",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000790340500028,"Biological and Socio-Demographic Predictors of Elderly Quality of Life Living in the Community in Baixo-Alentejo, Portugal","Proceedings Paper","GERONTECHNOLOGY, IWOG 2018",2019-01-01,1016,,319-326,319,326,8,10.1007/978-3-030-16028-9_28,"Margarida Goes; Manuel Jose Lopes; Henrique Oliveira; Cesar Fonseca; David Mendes",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000455614900429,"Road Surface Crack Detection using a Light Field Camera","Proceedings Paper","2018 26TH EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)",2018-01-01,,,2135-2139,2135,2139,5,,"David Fernandes; Paulo Lobato Correia; Henrique Oliveira",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000790577700033,"How to Delineate the General Profiles of Functionality of Citizen's Aged 65 Years and Old as a Function of Its Age","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,339-349,339,349,11,10.1007/978-3-030-41494-8_33,"Maria Goes; Manuel Lopes; Henrique Oliveira; Joao Maroco; Cesar Fonseca; Margarida Santos; Jose Caeiro",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000790577700035,"A Nursing Care Intervention Model for Elderly People Adopting Self-care as a Central Concept","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,359-372,359,372,14,10.1007/978-3-030-41494-8_35,"Maria Goes; Manuel Lopes; Henrique Oliveira; Joao Maroco; Cesar Fonseca; Margarida Santos; Jose Caeiro",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000790577700031,"Psychometric Qualities of a Core Set to Ascertain the Functional Profile of Portuguese Elderly Citizens","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,314-329,314,329,16,10.1007/978-3-030-41494-8_31,"Maria Goes; Manuel Lopes; Henrique Oliveira; Joao Maroco; Cesar Fonseca; Margarida Santos; Jose Caeiro",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000559931400019,"A Nursing Care Intervention Model for Elderly People to Ascertain General Profiles of Functionality and Self Care Needs",Article,"SCIENTIFIC REPORTS",2020-02-04,10,1,,,,11,10.1038/s41598-020-58596-1,"Margarida Goes; Manuel Jose Lopes; Henrique Oliveira; Cesar Fonseca; Joao Maroco",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000601557000001,"The Quality of Life of Older Individuals Following the World Health Organization Assessment Criteria",Article,GERIATRICS,2020-12-01,5,4,,,,11,10.3390/geriatrics5040102,"Margarida Goes; Manuel Jose Lopes; Joao Maroco; Henrique Oliveira; Cesar Fonseca; Lisete Monico; Pedro Parreira; Jose Garcia-Alonso; Lara Guedes de Pinho",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000656154200001,"Psychometric properties of the WHOQOL-BREF(PT) in a sample of elderly citizens",Article,"HEALTH AND QUALITY OF LIFE OUTCOMES",2021-05-17,19,1,,,,12,10.1186/s12955-021-01783-z,"Margarida Goes; Manuel Lopes; Joao Maroco; Henrique Oliveira; Cesar Fonseca",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000670966800001,"Functioning and Cognition of Portuguese Older Adults Attending in Residential Homes and Day Centers: A Comparative Study",Article,"INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH",2021-07-01,18,13,,,,12,10.3390/ijerph18137030,"Manuel Jose Lopes; Lara Guedes de Pinho; Cesar Fonseca; Margarida Goes; Henrique Oliveira; Jose Garcia-Alonso; Anabela Afonso",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000689061700001,"An Integrated Decision Support System for Improving Wildfire Suppression Management",Article,"ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION",2021-08-01,10,8,,,,17,10.3390/ijgi10080497,"Miguel Lourenco; Luis B. Oliveira; Joao P. Oliveira; Andre Mora; Henrique Oliveira; Rui Santos",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000741972000001,"Functional Profile of Older Adults Hospitalized in Convalescence Units of the National Network of Integrated Continuous Care of Portugal: A Longitudinal Study",Article,"JOURNAL OF PERSONALIZED MEDICINE",2021-12-01,11,12,,,,12,10.3390/jpm11121350,"Ana Ramos; Cesar Fonseca; Lara Pinho; Manuel Lopes; Henrique Oliveira; Adriana Henriques",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000772147700007,"A Data Fusion of IoT Sensor Networks for Decision Support in Forest Fire Suppression","Proceedings Paper","INTERNET OF THINGS: TECHNOLOGY AND APPLICATIONS",2022-01-01,641,,96-108,96,108,13,10.1007/978-3-030-96466-5_7,"Joao P. Oliveira; Miguel Lourenco; Luis Oliveira; Andre Mora; Henrique Oliveira",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000788279700023,"The Position Therapy in Elderly People at Risk of Developing Pressure Injuries","Proceedings Paper","GERONTECHNOLOGY IV",2022-01-01,,,245-256,245,256,12,10.1007/978-3-030-97524-1_23,"Rita Ferreira; Maria Margarida Goes; Henrique Oliveira; Joao Vitor Vieira; Margarida Santos",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000788279700033,"Surveillance and Fall Prevention in the Elderly","Proceedings Paper","GERONTECHNOLOGY IV",2022-01-01,,,355-365,355,365,11,10.1007/978-3-030-97524-1_33,"Joao Andre; Maria Margarida Goes; Henrique Oliveira; Joao Vitor Vieira; Margarida Santos",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000788279700009,"Satisfaction: A Concept Based on Functionality and Quality of Life to Be Integrated in a Nursing Care Performance System","Proceedings Paper","GERONTECHNOLOGY IV",2022-01-01,,,84-93,84,93,10,10.1007/978-3-030-97524-1_9,"Margarida Goes; Henrique Oliveira; Manuel Lopes; Cesar Fonseca; Lara Pinho",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000790333100025,"Gains from Nursing Care in Mobilizing the Elderly Person After Hip Arthroplasty","Proceedings Paper","GERONTECHNOLOGY III, IWOG 2020",2021-01-01,,,262-276,262,276,15,10.1007/978-3-030-72567-9_25,"Iromisa Pereira; Rogerio Ferreira; Joao Vieira; Maria M. Goes; Teresa Mestre; Henrique Oliveira",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000864190600014,"Artificial intelligence, digital transformation and cybersecurity in the banking sector: A multi-stakeholder cognition-driven framework",Article,"RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE",2022-04-01,60,,,,,15,10.1016/j.ribaf.2022.101616,"Ana Rita D. Rodrigues; Fernando A. F. Ferreira; Fernando J. C. S. N. Teixeira; Constantin Zopounidis",,,WOS,N/A,N/A,N/A
WOS:000881263000001,"Cardiometabolic Risk after SARS-CoV-2 Virus Infection: A Retrospective Exploratory Analysis",Article,"JOURNAL OF PERSONALIZED MEDICINE",2022-11-01,12,11,,,,11,10.3390/jpm12111758,"Rute Pires; Miguel Pedrosa; Maria Marques; Margarida Goes; Henrique Oliveira; Helder Godinho",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000882180900001,"A MULTICRITERIA EVALUATION SYSTEM FOR LARGE REAL ESTATE INVESTMENTS",Article,"INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT",2022-01-01,26,4,305-317,305,317,13,10.3846/ijspm.2022.17922,"Rita S. B. S. Soares; Fernando A. F. Ferreira; Fernando J. C. S. N. Teixeira; Neuza C. M. Q. F. Ferreira",,,WOS,N/A,N/A,N/A
WOS:000895215300001,"Functional Profile of Older Adults Hospitalized in Rehabilitation Units of the National Network of Integrated Continuous Care of Portugal: A Longitudinal Study",Article,"JOURNAL OF PERSONALIZED MEDICINE",2022-11-01,12,11,,,,11,10.3390/jpm12111937,"Cesar Fonseca; Ana Ramos; Lara Guedes Pinho; Bruno Morgado; Henrique Oliveira; Manuel Lopes",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000909124400001,"Automatic Rural Road Centerline Detection and Extraction from Aerial Images for a Forest Fire Decision Support System",Article,"REMOTE SENSING",2023-01-01,15,1,,,,20,10.3390/rs15010271,"Miguel Lourenco; Diogo Estima; Henrique Oliveira; Luis Oliveira; Andre Mora",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000958826600001,"A Low-Cost Deep Learning System to Characterize Asphalt Surface Deterioration",Article,"REMOTE SENSING",2023-03-01,15,6,,,,21,10.3390/rs15061701,"Diogo Inacio; Henrique Oliveira; Pedro Oliveira; Paulo Correia",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:000992415900010,"A nursing care-sensitive patient satisfaction measure in older patients",Article,"SCIENTIFIC REPORTS",2023-05-10,13,1,,,,13,10.1038/s41598-023-33805-9,"Margarida Goes; Henrique Oliveira; Manuel Lopes; Cesar Fonseca; Lara Pinho; Maria Marques",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:001045335000001,"Hyaluronic Acid as a Mechanism to Mitigate the Effects of Face Lower Third Aging in Dentistry: A Review",Review,"APPLIED SCIENCES-BASEL",2023-08-01,13,15,,,,19,10.3390/app13158657,"Helena Martins; Ines Carpinteiro; Paulo Mascarenhas; Margarida Goes; Henrique Oliveira",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:001057979700001,"A rapid literature review on the health-related outcomes of long-term person-centered care models in adults with chronic illness",Review,"FRONTIERS IN PUBLIC HEALTH",2023-08-21,11,,,,,14,10.3389/fpubh.2023.1213816,"Fatima Cano; Elisabete Alves; Ana Joao; Henrique Oliveira; Lara Guedes Pinho; Cesar Fonseca",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:001273045700001,"Self-care in the person with chronic disease: A protocol for a self-care intervention",Article,METHODSX,2024-12-01,13,,,,,6,10.1016/j.mex.2024.102829,"Maria Marques; Catarina Martins; Margarida Goes; Ana Escoval; Vanessa Nicolau; Lara Pinho; Henrique Oliveira; Isabel Bico; Susana Mendonca; Jose Moreira; Rute Pires; Miguel Pedrosa; Claudia Mendes; Cesar Fonseca",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:001285677900001,"Health-related outcomes of structured home-based rehabilitation programs among older adults: A systematic literature review",Article,HELIYON,2024-08-15,10,15,,,,10,10.1016/j.heliyon.2024.e35351,"Elisabete Alves; Catia Goncalves; Henrique Oliveira; Rita Ribeiro; Cesar Fonseca",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:001324299300001,"Futile therapeutic nursing interventions in adult intensive care: A descriptive study","Article, Early Access","NURSING ETHICS",2024-09-28,,,,,,19,10.1177/09697330241277988,"Joao Vitor Vieira; Henrique Oliveira; Sergio Deodato; Felismina Mendes",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:001362615300001,"Book of abstracts of the 5th CHRC Annual Summit Evora, Portugal, September 23 and 24, 2024 Abstracts",Meeting,"PORTUGUESE JOURNAL OF PUBLIC HEALTH",2024-11-01,42,"SUPPL 2",1-32,1,32,32,10.1159/000542309,,,,WOS,N/A,N/A,N/A
WOS:001399073000001,"Simulated practice in the development of clinical reasoning in nursing students: A systematic review protocol ☆ , ☆☆",Review,METHODSX,2025-06-01,14,,,,,5,10.1016/j.mex.2024.103144,"Rute Pires; Maria Marques; Henrique Oliveira; Margarida Goes; Miguel Pedrosa; Manuel Lopes",0000-0001-8687-4291,Engenharia,WOS,N/A,N/A,N/A
WOS:A1993KJ77100018,"REDUCTION OF NITROSOBENZENE BY 2-(ALPHA-HYDROXYETHYL)-3,4-DIMETHYLTHIAZOLIUM SALTS",Article,"JOURNAL OF THE CHEMICAL SOCIETY-CHEMICAL COMMUNICATIONS",1993-01-21,,2,133-134,133,134,2,10.1039/c39930000133,"LM FERREIRA; HT CHAVES; AM LOBO; S PRABHAKAR; HS RZEPA",0000-0003-2747-8891,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:A1995BE32G00028,"Theoretical mechanistic investigation of asymmetric aziridination by N-aryl-O-acylhydroxylamines","Proceedings Paper","E.C.C.C. 1 COMPUTATIONAL CHEMISTRY",1995-01-01,330,,140-144,140,144,3,,"HT Chaves; AM Lobo; S Prabhakar; HS Rzepa",0000-0003-2747-8891,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000189095100008,"A multiple objective mixed integer linear programming model for power generation expansion planning",Article,ENERGY,2004-03-01,29,4,613-627,613,627,15,10.1016/j.energy.2003.10.012,"CH Antunes; AG Martins; IS Brito",0000-0002-7556-4367,Engenharia,WOS,N/A,N/A,N/A
WOS:000243744900007,"Tool support for aspect-oriented requirements","Proceedings Paper","Proceedings of the 10th IASTED International Conference on Software Engineering and Applications",2006-01-01,,,38-44,38,44,7,,"Isabel Sofia Britol; Ana Moreira; Joao Araujo",0000-0002-7556-4367,Engenharia,WOS,N/A,N/A,N/A
WOS:000241937800061,"An XML-based language for specification and composition of aspectual concerns","Proceedings Paper","ICEIS 2006: PROCEEDINGS OF THE EIGHTH INTERNATIONAL CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS",2006-01-01,,,410-+,410,+,3,,"Elisabete Soeiro; Isabel Sofia Brito; Ana Moreira",0000-0002-7556-4367,Engenharia,WOS,N/A,N/A,N/A
WOS:000242104000052,"Towards an integrated approach for aspectual requirements","Proceedings Paper","RE'06: 14th IEEE International Requirements Engineering Conference, Proceedings",2006-01-01,,,341-342,341,342,2,,"Isabel Sofia Brito; Ana Moreira",0000-0002-7556-4367,Engenharia,WOS,N/A,N/A,N/A
WOS:000271175300006,"Handling Conflicts in Aspectual Requirements Compositions","Article, Book Chapter","TRANSACTIONS ON ASPECT-ORIENTED SOFTWARE DEVELOPMENT III",2007-01-01,4620,,144-166,144,166,23,,"Isabel Sofia Brito; Filipe Vieira; Ana Moreira; Rita A. Ribeiro",0000-0002-7556-4367,Engenharia,WOS,N/A,N/A,N/A
WOS:000259605900024,"A METADATA-DRIVEN APPROACH FOR ASPECT-ORIENTED REQUIREMENTS ANALYSIS","Proceedings Paper","ICEIS 2008: PROCEEDINGS OF THE TENTH INTERNATIONAL CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS, VOL ISAS-2",2008-01-01,,,129-+,129,+,3,,"Sergio Agostinho; Ana Moreira; Andre Marques; Joao Araujo; Isabel Brito; Ricardo Ferreira; Ricardo Raminhos; Jasna Kovacevic; Rita Ribeiro; Philippe Chevalley",0000-0002-7556-4367,Engenharia,WOS,N/A,N/A,N/A
WOS:000258081600012,"Reaction of aromatic nitroso compounds with chemical models of 'thiamine active aldehyde'",Article,TETRAHEDRON,2008-08-11,64,33,7759-7770,7759,7770,12,10.1016/j.tet.2008.06.008,"Luisa M. Ferreira; M. Manuel B. Marques; Paulo M. C. Gloria; Humberto T. Chaves; Joao-Pedro P. Franco; Isabel Mourato; Jose-Rafael T. Antunes; Henry S. Rzepa; Ana M. Lobo; Sundaresan Prabhakar",0000-0003-2747-8891,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000286751700002,"ASPECT-ORIENTED SPECIFICATION: A CASE STUDY IN SPACE DOMAIN",Article,"INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING",2010-09-01,20,6,783-808,783,808,26,10.1142/S0218194010004943,"Sergio Agostinho; Ana Moreira; Andre Marques; Joao Araujo; Ricardo Ferreira; Ricardo Raminhos; Rita Ribeiro; Isabel Brito; Philippe Chevalley",0000-0002-7556-4367,Engenharia,WOS,N/A,N/A,N/A
