id,titulo,tipo,fonteTitulo,data_publicacao,volume,issue,paginas,paginasInicio,paginasFim,numeroPaginas,doi,autores_artigo,orcid_autores,departamento,origem,financiador,repositorioIPBeja,apoiosPublicacao
WOS:000618200800006,"Multiple Herbicide Resistance Evolution: The Case of <i>Eleusine indica</i> in Brazil",Article,"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY",2021-02-03,69,4,1197-1205,1197,1205,9,10.1021/acs.jafc.0c03999,"Jose G. Vazquez-Garcia; Ricardo Alcantara-de la Cruz; Antonia M. Rojano-Delgado; Candelario Palma-Bautista; Joao M. de Portugal Vasconcelos; Rafael De Prado",0000-0002-3313-887X,Biociências,WOS,N/A,N/A,N/A
WOS:000621616600001,"Distribution of Glyphosate-Resistance in <i>Echinochloa crus-galli</i> Across Agriculture Areas in the Iberian Peninsula",Article,"FRONTIERS IN PLANT SCIENCE",2021-02-12,12,,,,,12,10.3389/fpls.2021.617040,"Jose G. Vazquez-Garcia; Antonia M. Rojano-Delgado; Ricardo Alcantara-de la Cruz; Joel Torra; Ignacio Dellaferrera; Joao Portugal; Rafael De Prado",,,WOS,N/A,N/A,N/A
WOS:000664642200059,"Genetic diversity and population structure of <i>Cynara cardunculus L</i>. in southern Portugal",Article,"PLOS ONE",2021-06-09,16,6,,,,17,10.1371/journal.pone.0252792,"Maria Miguel Castro; Daniela Rosa; Ana M. Ferro; Ana Faustino; Ana Paulino; Teresa Bras; Eliana Machado; Carla Pinto Cruz; Anabela D. F. Belo; Paula Nozes; Joao Portugal; Sofia Ramoa; Diogo Mendonca; Fernanda Simoes; Maria F. Duarte; Liliana Marum",,,WOS,N/A,N/A,N/A
WOS:000689205900001,"Applying Computational Fluid Dynamics in the Development of Smart Ripening Rooms for Traditional Cheeses",Article,FOODS,2021-08-01,10,8,,,,14,10.3390/foods10081716,"Nuno Alvarenga; Joao Martins; Jose Caeiro; Joao Garcia; Joao Passaro; Luis Coelho; Maria Teresa Santos; Celia Lampreia; Antonio Martins; Joao Dias",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000781852200001,"Effect of High Pressure on the Properties of Chocolate Fillings during Long-Term Storage",Article,FOODS,2022-04-01,11,7,,,,11,10.3390/foods11070970,"Antonio Panda; Patricia Coelho; Nuno B. Alvarenga; Joao Lita da Silva; Celia Lampreia; Maria Teresa Santos; Carlos A. Pinto; Renata A. Amaral; Jorge A. Saraiva; Joao Dias","0000-0002-7041-3789; 0000-0002-5108-0018","Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000786065700001,"Current Status of Herbicide Resistance in the Iberian Peninsula: Future Trends and Challenges",Review,AGRONOMY-BASEL,2022-04-01,12,4,,,,18,10.3390/agronomy12040929,"Joel Torra; Jose M. Montull; Isabel M. Calha; Maria D. Osuna; Joao Portugal; Rafael de Prado",,,WOS,N/A,N/A,N/A
WOS:000804991800001,"Comparison between the mechanisms of Clearfield ? wheat and<i> Lolium</i><i> rigidum</i> multiple resistant to acetyl CoA carboxylase and acetolactate synthase inhibitors",Article,"ENVIRONMENTAL POLLUTION",2022-08-01,306,,,,,10,10.1016/j.envpol.2022.119438,"Jose G. Vazquez-Garcia; Joao de Portugal; Joel Torra; Maria D. Osuna; Candelario Palma-Bautista; Hugo E. Cruz-Hipolito; Rafael De Prado",,,WOS,N/A,N/A,N/A
WOS:000821370400002,"Influence of cocoa origin on the nutritional characterization of chocolate",Article,"EUROPEAN FOOD RESEARCH AND TECHNOLOGY",2022-10-01,248,10,2569-2577,2569,2577,9,10.1007/s00217-022-04070-3,"Antonio Panda; Nuno Alvarenga; Joao Lita da Silva; Ana Partidario; Manuela Lageiro; Cristina Roseiro; Joao Dias","0000-0002-7041-3789; 0000-0002-5108-0018","Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000823468000001,"Organoleptic Chemical Markers of Serpa PDO Cheese Specificity",Article,FOODS,2022-07-01,11,13,,,,25,10.3390/foods11131898,"Helena Araujo-Rodrigues; Antonio P. L. Martins; Freni K. Tavaria; Maria Teresa G. Santos; Maria Joao Carvalho; Joao Dias; Nuno B. Alvarenga; Manuela E. Pintado",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000844340000001,"The use of cheese from Alentejo in Portuguese gastronomy: A travel through history",Article,"INTERNATIONAL JOURNAL OF GASTRONOMY AND FOOD SCIENCE",2022-09-01,29,,,,,8,10.1016/j.ijgfs.2022.100579,"Joao Dias",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000852009100001,"Nutritional Properties of Baobab Pulp from Different Angolan Origins",Article,PLANTS-BASEL,2022-09-01,11,17,,,,15,10.3390/plants11172272,"Sara Monteiro; Fernando H. Reboredo; Maria Manuela Lageiro; Vanda M. Lourenco; Joao Dias; Fernando Lidon; Marta Abreu; Antonio P. L. Martins; Nuno Alvarenga",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000862581800001,"Tribenuron-methyl metabolism and the rare Pro197Phe double mutation together with 2,4-D metabolism and reduced absorption can evolve in<i> Papaver</i><i> rhoeas</i> with multiple and cross herbicide resistance to ALS inhibitors and auxin mimics",Article,"PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY",2022-11-01,188,,,,,9,10.1016/j.pestbp.2022.105226,"Candelario Palma-Bautista; Joao Portugal; Jose G. Vazquez-Garcia; Maria D. Osuna; Joel Torra; Jorge Lozano-Juste; Javid Gherekhloo; Rafael De Prado",,,WOS,N/A,N/A,N/A
WOS:000890187900001,"An Asp376Glu substitution in <i>ALS</i> gene and enhanced metabolism confers high tribenuron-methyl resistance in <i>Sinapis alba</i>",Article,"FRONTIERS IN PLANT SCIENCE",2022-11-11,13,,,,,13,10.3389/fpls.2022.1011596,"Candelario Palma-Bautista; Jose G. Vazquez-Garcia; Maria D. Osuna; Blanca Garcia-Garcia; Joel Torra; Joao Portugal; Rafael De Prado",,,WOS,N/A,N/A,N/A
WOS:000939133700001,"Impact of LAB from Serpa PDO Cheese in Cheese Models: Towards the Development of an Autochthonous Starter Culture",Article,FOODS,2023-02-01,12,4,,,,24,10.3390/foods12040701,"Helena Araujo-Rodrigues; Antonio P. L. Martins; Freni K. Tavaria; Joao Dias; Maria Teresa Santos; Nuno Alvarenga; Manuela E. Pintado",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000952972500001,"Different Non-Target Site Mechanisms Endow Different Glyphosate Susceptibility in <i>Avena</i> Species from Spain",Article,AGRONOMY-BASEL,2023-03-01,13,3,,,,12,10.3390/agronomy13030763,"Jose G. Vazquez-Garcia; Joel Torra; Candelario Palma-Bautista; Fernando Bastida; Ricardo Alcantara-de la Cruz; Joao Portugal; Jesus V. Jorrin-Novo; Rafael De Prado",,,WOS,N/A,N/A,N/A
WOS:000953037500001,"Target-site and non-target-site resistance mechanisms confer multiple resistance to glyphosate and 2,4-D in<i> Carduus</i><i> acanthoides</i>",Article,"PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY",2023-04-01,191,,,,,6,10.1016/j.pestbp.2023.105371,"Candelario Palma-Bautista; Pablo Belluccini; Jose G. Vazquez-Garcia; Ricardo Alcantara-de la Cruz; Francisco Barro; Joao Portugal; Rafael De Prado",,,WOS,N/A,N/A,N/A
WOS:000984041900001,"Development of a Functional Dark Chocolate with Baobab Pulp",Article,FOODS,2023-04-01,12,8,,,,15,10.3390/foods12081711,"Sara Monteiro; Joao Dias; Vanda Lourenco; Ana Partidario; Manuela Lageiro; Celia Lampreia; Jaime Fernandes; Fernando Lidon; Fernando Reboredo; Nuno Alvarenga",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:001005690600001,"Convergent Adaptation of Multiple Herbicide Resistance to Auxin Mimics and ALS- and EPSPS-Inhibitors in <i>Brassica rapa</i> from North and South America",Article,PLANTS-BASEL,2023-05-26,12,11,,,,11,10.3390/plants12112119,"Jose Alfredo Dominguez-Valenzuela; Candelario Palma-Bautista; Jose G. Vazquez-Garcia; Marcos Yanniccari; Ramon Gigon; Ricardo Alcantara-de la Cruz; Rafael De Prado; Joao Portugal",,,WOS,N/A,N/A,N/A
WOS:000995093600001,"<i>Filago pyramidata</i> Tolerant to ALS-Inhibiting Herbicides: A New Invasive Weed in Olive Groves of Southern Spain",Article,AGRONOMY-BASEL,2023-04-28,13,5,,,,11,10.3390/agronomy13051273,"Candelario Palma-Bautista; Jose G. Vazquez-Garcia; Jose Alfredo Dominguez-Valenzuela; Ricardo Alcntara-de la Cruz; Rafael De Prado; Joao Portugal",,,WOS,N/A,N/A,N/A
WOS:001034728600001,"Asp376Glu Mutation and Enhanced Metabolism Controlling the Resistance to ALS-Inhibiting Herbicides in <i>Ixophorus unisetus</i> (J. Presl) Schltdl. from the Bajio, Mexico",Article,AGRONOMY-BASEL,2023-07-01,13,7,,,,15,10.3390/agronomy13071682,"Jose Alfredo Dominguez-Valenzuela; Jose G. Vazquez-Garcia; Patricia Castro; Candelario Palma-Bautista; Hugo E. Cruz-Hipolito; Maria-Dolores Rey; Rafael De Prado; Joao Portugal",,,WOS,N/A,N/A,N/A
WOS:001118049300001,"Valorization of baobab seeds (<i>Adansonia digitata)</i> as a coffee-like beverage: evaluation of roasting time on bioactive compounds",Article,"JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE",2024-04-01,61,4,727-733,727,733,7,10.1007/s13197-023-05873-2,"Etivaldo Marcolino; Diogo Salavarria; Luiz Guilherme Malaquias da Silva; Adelaide Almeida; Flavia Matias Oliveira da Silva; Carlos Ribeiro; Joao Dias",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:001220842600002,"Influence of geographical origin in the physical and bioactive parameters of single origin dark chocolate",Article,"EUROPEAN FOOD RESEARCH AND TECHNOLOGY",2024-10-01,250,10,2569-2580,2569,2580,12,10.1007/s00217-024-04558-0,"Jose Cartas; Nuno Alvarenga; Ana Partidario; Manuela Lageiro; Cristina Roseiro; Helena Goncalves; Antonio Eduardo Leitao; Carlos Marques Ribeiro; Joao Dias",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:001384955900001,"Comparative Study of Coagulation Dynamics: Cardoon Flower Extract vs. Chymosin",Article,DAIRY,2024-12-01,5,4,817-827,817,827,11,10.3390/dairy5040059,"Sandra Gomes; Ivanilda Pina; Jaime Fernandes; Joao Dias; Fernando Reboredo; Antonio P. L. Martins; Nuno Alvarenga",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:001409445800001,"The history of chocolate consumption in Portugal: A blend of tradition and innovation",Article,"INTERNATIONAL JOURNAL OF GASTRONOMY AND FOOD SCIENCE",2025-03-01,39,,,,,7,10.1016/j.ijgfs.2025.101108,"J. Dias",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:001442447400001,"Clean Label Approaches in Cheese Production: Where Are We?",Review,FOODS,2025-03-01,14,5,,,,32,10.3390/foods14050805,"Jaime Fernandes; Sandra Gomes; Fernando H. Reboredo; Manuela E. Pintado; Olga Amaral; Joao Dias; Nuno Alvarenga",0000-0002-5108-0018,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000189414100070,"On structuring mechanisms for Petri nets based system design","Proceedings Paper","ETFA 2003: IEEE CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION, VOL 2, PROCEEDINGS",2003-01-01,,,431-438,431,438,8,,"L Gomes; JP Barros",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000184044400021,"Modifying Petri net models by means of crosscutting operations","Proceedings Paper","THIRD INTERNATIONAL CONFERENCE ON APPLICATION OF CONCURRENCY TO SYSTEM DESIGN, PROCEEDINGS",2003-01-01,,,177-186,177,186,10,10.1109/CSD.2003.1207712,"JP Barros; L Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000233365800112,"Addition of fault detection capabilities in automation applications using Petri nets","Proceedings Paper","Proceedings of the IEEE-ISIE 2004, Vols 1 and 2",2004-01-01,,,645-650,645,650,6,,"L Gomes; JP Barros; R Lino",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000227493200052,"Net model composition and modification by net operations: a pragmatic approach","Proceedings Paper","2004 2ND IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS",2004-01-01,,,309-314,309,314,6,10.1109/INDIN.2004.1417350,"JP Barros; L Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000222626100008,"On the use of coloured Petri nets for object-oriented design","Article, Proceedings Paper","APPLICATIONS AND THEORY OF PETRI NETS 2004, PROCEEDINGS",2004-01-01,3099,,117-136,117,136,20,,"JP Barros; L Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000238575500121,"A tool for tailored code generation from Petri net models","Proceedings Paper","ETFA 2005: 10th IEEE International Conference on Emerging Technologies and Factory Automation, Vol 1, Pts 1 and 2, Proceedings",2005-01-01,,,857-864,857,864,8,,"Rui Pais; Joao Paulo Barros; Luis Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000238575500041,"Towards usage of formal methods within embedded systems co-design","Proceedings Paper","ETFA 2005: 10th IEEE International Conference on Emerging Technologies and Factory Automation, Vol 1, Pts 1 and 2, Proceedings",2005-01-01,,,281-284,281,284,4,,"Luis Gomes; Joao Paulo Barros; Aniko Costa; Rui Pais; Filipe Moutinho",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000242807300005,"Structuring and composability issues in Petri nets modeling",Article,"IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS",2005-05-01,1,2,112-123,112,123,12,10.1109/TII.2005.844433,"Luis Gomes; Joao Paulo Barros",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000254117100113,"A graphical editor for the input-output place-transition Petri Net Class","Proceedings Paper","ETFA 2007: 12TH IEEE INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION, VOLS 1-3",2007-01-01,,,788-+,788,+,2,,"Ricardo Nunes; Luis Gornes; Joao Paulo Barros",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000253451400017,"From Petri net models to VHDL implementation of digital controllers","Proceedings Paper","IECON 2007: 33RD ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY, VOLS 1-3, CONFERENCE PROCEEDINGS",2007-01-01,,,94-+,94,+,2,10.1109/IECON.2007.4460403,"Luis Gomes; Aniko Costa; Joao Paulo Barros; Paulo Lima",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000252372900087,"The input-output place-transition Petri net class and associated tools","Proceedings Paper","2007 5TH IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS, VOLS 1-3",2007-01-01,,,509-+,509,+,2,10.1109/INDIN.2007.4384809,"Luis Gomes; Joao Paulo Barros; Aniko Costa; Ricardo Nunes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000252372900013,"Petri net based building automation and monitoring system","Proceedings Paper","2007 5TH IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS, VOLS 1-3",2007-01-01,,,57-+,57,+,2,10.1109/INDIN.2007.4384731,"Luis Gomes; Aniko Costa; Joao Paulo Barros; Rui Pais; Tiago Rodrigues; Richard Ferreira",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000266229301176,"Petri nets tools framework supporting FPGA-based controller implementations","Proceedings Paper","IECON 2008: 34TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY, VOLS 1-5, PROCEEDINGS",2008-01-01,,,2399-+,2399,+,2,,"Aniko Costa; Luis Gomes; Joao Paulo Barros; Joao Oliveira; Tiago Reis",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000280762001319,"PNML Based Composition in Non-autonomous Petri Net Models","Proceedings Paper","IECON: 2009 35TH ANNUAL CONFERENCE OF IEEE INDUSTRIAL ELECTRONICS, VOLS 1-6",2009-01-01,,,4164-+,4164,+,2,10.1109/IECON.2009.5414908,"Luis Gomes; Joao Paulo Barros",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000306303400004,"Scenario-Based Modeling in Industrial Information Systems","Proceedings Paper","DISTRIBUTED, PARALLEL AND BIOLOGICALLY INSPIRED SYSTEMS",2010-01-01,329,,19-+,19,+,2,,"Ricardo J. Machado; Joao M. Fernandes; Joao P. Barros; Luis Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000295007804022,"From Petri net models to C implementation of digital controllers","Proceedings Paper","IEEE INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS (ISIE 2010)",2010-01-01,,,3057-3062,3057,3062,6,,"Luis Gomes; Rogerio Rebelo; Joao Paulo Barros; Aniko Costa; Rui Pais",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000292495500028,"SysVeritas: A Framework for Verifying IOPT Nets and Execution Semantics within Embedded Systems Design","Proceedings Paper","TECHNOLOGICAL INNOVATION FOR SUSTAINABILITY",2011-01-01,349,,256-+,256,+,3,,"Paulo Barbosa; Joao Paulo Barros; Franklin Ramalho; Luis Gomes; Jorge Figueiredo; Filipe Moutinho; Aniko Costa; Andre Aranha",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000292495500025,"Towards Statecharts to Input-Output Place Transition Nets Transformations","Proceedings Paper","TECHNOLOGICAL INNOVATION FOR SUSTAINABILITY",2011-01-01,349,,227-+,227,+,2,,"Rui Pais; Luis Gomes; Joao Paulo Barros",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000292495500026,"Petri Net Based Specification and Verification of Globally-Asynchronous-Locally-Synchronous System","Proceedings Paper","TECHNOLOGICAL INNOVATION FOR SUSTAINABILITY",2011-01-01,349,,237-+,237,+,2,,"Filipe Moutinho; Luis Gomes; Paulo Barbosa; Joao Paulo Barros; Franklin Ramalho; Jorge Figueiredo; Aniko Costa; Andre Monteiro",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000335746300177,"Towards a Complete Description for Individual Course Units A follow-up to the Bologna proposals","Proceedings Paper","2012 15TH INTERNATIONAL CONFERENCE ON INTERACTIVE COLLABORATIVE LEARNING (ICL)",2012-01-01,,,,,,4,,"Joao Paulo Barros; Luis Gomes; Luis Garcia",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000299032404021,"From UML State Machines to Petri nets: History Attribute Translation Strategies","Proceedings Paper","IECON 2011: 37TH ANNUAL CONFERENCE ON IEEE INDUSTRIAL ELECTRONICS SOCIETY",2011-01-01,,,3776-3781,3776,3781,6,,"Rui Pais; Luis Gomes; Joao Paulo Barros",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000316962906008,"Model composition by reusing Petri net based modules","Proceedings Paper","38TH ANNUAL CONFERENCE ON IEEE INDUSTRIAL ELECTRONICS SOCIETY (IECON 2012)",2012-01-01,,,6132-6137,6132,6137,6,,"Aniko Costa; Luis Gomes; Joao Paulo Barros",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000316962906009,"On the Verification of Non-autonomous Petri Net Models Using Autonomous Petri Net Tools","Proceedings Paper","38TH ANNUAL CONFERENCE ON IEEE INDUSTRIAL ELECTRONICS SOCIETY (IECON 2012)",2012-01-01,,,6138-6143,6138,6143,6,,"Joao Paulo Barros; Luis Gomes; Aniko Costa",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000393427700149,"Extending Input-Output Place-Transition Petri nets for Distributed Controller Systems development","Proceedings Paper","2014 INTERNATIONAL CONFERENCE ON MECHATRONICS AND CONTROL (ICMC)",2014-01-01,,,1099-1104,1099,1104,6,,"Luis Gomes; Filipe Moutinho; Fernando Pereira; Jose Ribeiro; Aniko Costa; Joao-Paulo Barros",,,WOS,N/A,N/A,N/A
WOS:000335912600028,"Curricular Unit Specification for Programme Assessment Fostering teacher reflection, while improving course catalogues","Proceedings Paper","2013 1ST INTERNATIONAL CONFERENCE OF THE PORTUGUESE SOCIETY FOR ENGINEERING EDUCATION (CISPEE)",2013-01-01,,,,,,4,,"Joao Paulo Barros",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000341133400026,"From SysML State Machines to Petri Nets Using ATL Transformations","Proceedings Paper","TECHNOLOGICAL INNOVATION FOR COLLECTIVE AWARENESS SYSTEMS",2014-01-01,423,,227-236,227,236,10,,"Rui Pais; Joao Paulo Barros; Luis Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000346705600189,"Towards the Use of Place/Transition Net Tools for Analysis of IOPT Models","Proceedings Paper","2014 IEEE 23RD INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS (ISIE)",2014-01-01,,,1141-1146,1141,1146,6,,"Joao Paulo Barros; Luis Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000349558700031,"Requirements Specification for Controller Design - from Use Cases to IOPT Net Models","Proceedings Paper","2014 12TH IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN)",2014-01-01,,,207-+,207,+,2,,"Joao Paulo Barros; Isabel Sofia Brito; Luis Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000390669500003,"Assessment Rules and Student Cheating: A Set of Concerns as Guidelines","Proceedings Paper","2016 2ND INTERNATIONAL CONFERENCE OF THE PORTUGUESE SOCIETY FOR ENGINEERING EDUCATION (CISPEE)",2016-01-01,,,,,,4,,"Joao Paulo Barros",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000380453900126,"Controller Design and Implementation: an Approach Based on Problem Frames and Petri Net Models","Proceedings Paper","PROCEEDINGS 2015 IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN)",2015-01-01,,,860-867,860,867,8,,"Isabel Sofia Brito; Joao Paulo Barros; Luis Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000393551200194,"From Requirements to Code (Re2Code) - A Model-Based Approach for Controller Implementation","Proceedings Paper","2016 IEEE 14TH INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN)",2016-01-01,,,1224-1230,1224,1230,7,,"Isabel Sofia Brito; Joao Paulo Barros; Luis Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000393154900050,"Towards a Mobile Application for an Engineering Geology Course <i>A Contribution to Improved Student Learning</i>","Proceedings Paper","PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED EDUCATION, VOL 2 (CSEDU)",2016-01-01,,,421-426,421,426,6,10.5220/0005927204210426,"Joao Paulo Barros; Pedro Caixinha; Sofia Soares",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000405192300212,"Student Perspectives on the Use of a Java Library for Novices","Proceedings Paper","PROCEEDINGS OF 2017 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE (EDUCON2017)",2017-01-01,,,1405-1410,1405,1410,6,,"Joao Paulo Barros; Isabel Sofia Brito",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000505811102155,"Bibliometric analysis of 50 years of IEEE Industrial Electronics Society publications","Proceedings Paper","IECON 2018 - 44TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY",2018-01-01,,,3013-3020,3013,3020,8,,"Joao M. Fernandes; Joao Paulo Barros; Luis Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000505811104102,"Refining IOPT Petri Nets class for embedded system controller modeling","Proceedings Paper","IECON 2018 - 44TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY",2018-01-01,,,4720-4725,4720,4725,6,,"Luis Gomes; Joao Paulo Barros",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000427812000172,"Towards Automatic Code Generation for Distributed Cyber-Physical Systems: a First Prototype for Arduino Boards","Proceedings Paper","2017 22ND IEEE INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION (ETFA)",2017-01-01,,,,,,4,,"Artur Ataide; Joao Paulo Barros; Isabel Sofia Brito; Luis Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000448704000137,"FOSTERING DIGITAL COMPETENCIES IN A REGIONAL CONTEXT","Proceedings Paper","12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED)",2018-01-01,,,5954-5958,5954,5958,5,,"E. Rodrigues; I. S. Brito; J. P. Barros; A. J. Toucinho Silva",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000775778300031,"Students' Perceptions of Paper-Based vs. Computer-Based Testing in an Introductory Programming Course","Proceedings Paper","CSEDU: PROCEEDINGS OF THE 10TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED EDUCATION - VOL 2",2019-01-01,,,303-308,303,308,6,10.5220/0006794203030308,"Joao Paulo Barros",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000500998700246,"From non-autonomous Petri net models to executable state machines","Proceedings Paper","2019 IEEE 28TH INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS (ISIE)",2019-01-01,,,1638-1643,1638,1643,6,10.1109/isie.2019.8781246,"Joao Paulo Barros; Luis Gomes",0000-0002-0097-9883,Engenharia,WOS,N/A,N/A,N/A
WOS:000790577700017,"Physical Activity for Elderly People After an Acute Myocardial Infarction","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,174-184,174,184,11,10.1007/978-3-030-41494-8_17,"Adriana Catarina Lopes; Rogerio Ferreira; Joao Vitor Vieira; Maria Margarida Goes",0000-0002-3905-4802,N/A,WOS,N/A,N/A,N/A
WOS:000790577700024,"Early Weaning of People Undergoing Invasive Mechanical Ventilation: The Impact of Rehabilitation Nursing Interventions","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,240-249,240,249,10,10.1007/978-3-030-41494-8_24,"Raquel Amorim; Rogerio Ferreira; Ana Daniela Costa; Joao Vitor Vieira; Cesar Fonseca",0000-0002-3905-4802,N/A,WOS,N/A,N/A,N/A
WOS:000790577700028,"Benefits of Nursing Interventions in Preventing Complications in the Elderly with Alterations in Swallowing After Stroke","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,283-291,283,291,9,10.1007/978-3-030-41494-8_28,"Gertrudes Espada; Rogerio Ferreira; Joao Vitor Vieira; Maria Margarida Goes",0000-0002-3905-4802,N/A,WOS,N/A,N/A,N/A
WOS:000790577700009,"Person in Need of Airway Cleaning and Use of Mechanical Insufflator-Exsufflator Device Gains from Rehabilitation Nursing Intervention for People in Intensive Care","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,89-98,89,98,10,10.1007/978-3-030-41494-8_9,"Ana Daniela Costa; Rogerio Ferreira; Raquel Amorim; Joao Vitor Vieira; Cesar Fonseca",0000-0002-3905-4802,N/A,WOS,N/A,N/A,N/A
