id,titulo,tipos,tiposFonte,fonteTitulo,anoPublicacao,volume,issue,paginas,paginasInicio,paginasFim,numeroPaginas,autores,researcherIds,organizacoes,linkRegistro,linkReferencias,linkRelacionados,citacoes,issn,isbn,doi,keywordsAutor,orcidsAssociados,nomesAssociados
WOS:000181413200005,"Fenton-like oxidation of landfill leachate",Article,Article,"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING",2003,38,2,371-379,371,379,9,"Rivas, FJ, Beltrán, F, Gimeno, O, Carvalho, F","N-1368-2014, G-9134-2015, M-7901-2014, CKB-7155-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000181413200005&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000181413200005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000181413200005&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1093-4529,undefined,10.1081/ESE-120016901,"Fenton's reagent, leachates, wastewater, hydrogen peroxide, landfilling",,
WOS:000186804600002,"Stabilized leachates:: ozone-activated carbon treatment and kinetics",Article,Article,"WATER RESEARCH",2003,37,20,4823-4834,4823,4834,12,"Rivas, FJ, Beltrán, F, Gimeno, O, Acedo, B, Carvalho, F","N-1368-2014, G-9134-2015, M-7901-2014, N-2088-2014, CKB-7155-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000186804600002&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000186804600002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000186804600002&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0043-1354,undefined,10.1016/j.watres.2003.08.007,"leachate, landfill, ozone, activated carbon, wastewater",,
WOS:000220462200031,"Stabilized leachates:: ozone-activated carbon treatment and kinetics (vol 37, pg 4823, 2003)",Correction,Correction,"WATER RESEARCH",2004,38,6,1651-1651,1651,1651,1,"Toledo, FJR, Beltrán, F, Gimeno, O, Acedo, B, Carvalho, F","GGF-4427-2022, JJP-7563-2023, M-7901-2014, N-2088-2014, CKB-7155-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000220462200031&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000220462200031&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000220462200031&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0043-1354,undefined,10.1016/j.watres.2004.01.001,,,
WOS:000225604200010,"Stabilized leachates:: sequential coagulation-flocculation plus chemical oxidation process",Article,Article,"JOURNAL OF HAZARDOUS MATERIALS",2004,116,1-2,95-102,95,102,8,"Rivas, FJ, Beltrán, F, Carvalho, F, Acedo, B, Gimeno, O","N-1368-2014, G-9134-2015, CKB-7155-2022, N-2088-2014, M-7901-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000225604200010&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000225604200010&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000225604200010&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0304-3894,undefined,10.1016/j.jhazmat.2004.07.022,"leachate, landfill, coagulation-flocculation, sedimentation, fenton",,
WOS:000227055500014,"Oxone-promoted wet air oxidation of landfill leachates",Article,Article,"INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH",2005,44,4,749-758,749,758,10,"Rivas, FJ, Beltrán, FJ, Carvalho, F, Alvarez, PM","N-1368-2014, G-9134-2015, CKB-7155-2022, E-6710-2017",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000227055500014&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000227055500014&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000227055500014&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0888-5885,undefined,10.1021/ie0401511,,,
WOS:000236930100024,"Adsorption of landfill leachates onto activated carbon -: Equilibrium and kinetics",Article,Article,"JOURNAL OF HAZARDOUS MATERIALS",2006,131,1-3,170-178,170,178,9,"Rivas, FJ, Beltrán, FJ, Gimeno, O, Frades, J, Carvalho, F","N-1368-2014, G-9134-2015, M-7901-2014, EVB-8333-2022, CKB-7155-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000236930100024&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000236930100024&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000236930100024&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0304-3894,undefined,10.1016/j.jhazmat.2005.09.022,"landfilling, leachates, adsorption, activated carbon, isotherm, kinetics",,
WOS:000279573900049,"Treatment of Cheese Whey Wastewater: Combined Coagulation-Flocculation and Aerobic Biodegradation",Article,Article,"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY",2010,58,13,7871-7877,7871,7877,7,"Rivas, Javier, Prazeres, Ana R., Carvalho, Fatima, Beltran, Fernando","N-1368-2014, GCU-3050-2022, C-1514-2017, G-9134-2015",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000279573900049&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000279573900049&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000279573900049&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0021-8561,undefined,10.1021/jf100602j,"Cheese whey wastewater, coagulation-flocculation, dairy effluents, sedimentation, aerobic biodegradation",,
WOS:000288401800050,"Aerobic Biodegradation of Precoagulated Cheese Whey Wastewater",Article,Article,"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY",2011,59,6,2511-2517,2511,2517,7,"Rivas, Javier, Prazeres, Ana R., Carvalho, Fatima","N-1368-2014, GCU-3050-2022, C-1514-2017",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000288401800050&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000288401800050&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000288401800050&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0021-8561,undefined,10.1021/jf104252w,"cheese whey wastewater, pretreatment, dairy effluents, sedimentation, aerobic biodegradation",,
WOS:000306429000012,"Substantial, and significant, expansion of ant hosts range for <i>Myrmicinosporidium</i> Holldobler, 1933 (Fungi)",Article,Article,"INSECTES SOCIAUX",2012,59,3,395-399,395,399,5,"Goncalves, C., Patanita, I., Espadaler, X.","JQE-1261-2023, FOV-6544-2022, F-1898-2011",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000306429000012&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000306429000012&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000306429000012&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0020-1812,undefined,10.1007/s00040-012-0232-z,"Endoparasitic fungus, Olive grove, Portugal, Dolichoderinae, New hosts",,
WOS:000309486700007,"Cheese whey management: A review",Review,Review,"JOURNAL OF ENVIRONMENTAL MANAGEMENT",2012,110,undefined,48-68,48,68,21,"Prazeres, Ana R., Carvalho, Fatima, Rivas, Javier","GCU-3050-2022, C-1514-2017, N-1368-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000309486700007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000309486700007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000309486700007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0301-4797,undefined,10.1016/j.jenvman.2012.05.018,"Dairy effluents, Cheese whey, Biological treatment, Physicochemical treatment, Land application",,
WOS:000316826800042,"Cheese whey wastewater: Characterization and treatment",Review,Review,"SCIENCE OF THE TOTAL ENVIRONMENT",2013,445,undefined,385-396,385,396,12,"Carvalho, Fatima, Prazeres, Ana R., Rivas, Javier","C-1514-2017, GCU-3050-2022, N-1368-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000316826800042&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000316826800042&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000316826800042&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0048-9697,undefined,10.1016/j.scitotenv.2012.12.038,"Dairy effluent characterization, Cheese whey wastewater, Biological treatment, Physicochemical treatment, Wetlands",,
WOS:000319256300019,"Growth and development of tomato plants <i>Lycopersicon Esculentum Mill</i>. under different saline conditions by fertirrigation with pretreated cheese whey wastewater",Article,Article,"WATER SCIENCE AND TECHNOLOGY",2013,67,9,2033-2041,2033,2041,9,"Prazeres, Ana R., Carvalho, Fatima, Rivas, Javier, Patanita, Manuel, Dores, Jose","GCU-3050-2022, C-1514-2017, N-1368-2014, DYR-8555-2022, DVJ-4304-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000319256300019&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000319256300019&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000319256300019&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0273-1223,undefined,10.2166/wst.2013.085,"agricultural reuse, cheese whey wastewater, leaf area, salinity level, SPAD index, tomato plant",,
WOS:000325831200104,"Pretreated cheese whey wastewater management by agricultural reuse: Chemical characterization and response of tomato plants <i>Lycopersicon esculentum</i> Mill. under salinity conditions",Article,Article,"SCIENCE OF THE TOTAL ENVIRONMENT",2013,463,undefined,943-951,943,951,9,"Prazeres, Ana R., Carvalho, Fatima, Rivas, Javier, Patanita, Manuel, Dores, Jose","GCU-3050-2022, C-1514-2017, N-1368-2014, DYR-8555-2022, DVJ-4304-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000325831200104&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000325831200104&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000325831200104&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0048-9697,undefined,10.1016/j.scitotenv.2013.06.080,"Dairy effluents, Saline wastewater, Vegetative tissues, Sodium accumulation, Tolerance mechanisms, Nutrient competition",,
WOS:000327904400024,"Fenton-like application to pretreated cheese whey wastewater",Article,Article,"JOURNAL OF ENVIRONMENTAL MANAGEMENT",2013,129,undefined,199-205,199,205,7,"Prazeres, Ana R., Carvalho, Fatima, Rivas, Javier","GCU-3050-2022, C-1514-2017, N-1368-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000327904400024&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000327904400024&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000327904400024&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0301-4797,undefined,10.1016/j.jenvman.2013.07.016,"Dairy effluents, Biodegradation, Coagulation-flocculation, Sedimentation, Fenton-like, COD removal",,
WOS:000337213300010,"Reuse of pretreated cheese whey wastewater for industrial tomato production (<i>Lycopersicon esculentum</i> Mill.)",Article,Article,"AGRICULTURAL WATER MANAGEMENT",2014,140,undefined,87-95,87,95,9,"Prazeres, Ana R., Carvalho, Fatima, Rivas, Javier, Patanita, Manuel, Dores, Jose","GCU-3050-2022, C-1514-2017, N-1368-2014, DYR-8555-2022, DVJ-4304-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000337213300010&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000337213300010&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000337213300010&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0378-3774,undefined,10.1016/j.agwat.2014.04.002,"Cheese whey wastewater reuse, Fertirrigation, Salinity, Tomato quality, Lycopersicon esculentum Mill., Soil",,
WOS:000371903200002,"Portuguese banks' performance: comparing efficiency with their Spanish counterparts",Article,Article,"EURASIAN ECONOMIC REVIEW",2016,6,1,27-44,27,44,18,"Basilio, Maria S., Pires, Maria Clara P., Pires Reis, Jose Filipe","CAG-0349-2022, DOH-7589-2022, DQJ-5108-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000371903200002&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000371903200002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000371903200002&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1309-422X,undefined,10.1007/s40822-015-0033-6,"Banking, Data envelopment analysis, Efficiency, Fractional response models",0000-0002-3104-4271,"Maria do Sacramento Bombaça Basílio"
WOS:000400033200041,"Physico-chemical and sensory characteristics of freeze-dried and air-dehydrated yogurt foam",Article,Article,"LWT-FOOD SCIENCE AND TECHNOLOGY",2017,80,undefined,328-334,328,334,7,"Carvalho, M. J., Perez-Palacios, T., Ruiz-Carrascal, J.","GBX-7229-2022, R-8259-2018, N-7509-2013",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000400033200041&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000400033200041&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000400033200041&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0023-6438,undefined,10.1016/j.lwt.2017.02.039,"Dehydrated foam, Crispness, Culinary snacks, Structure, Colour",0000-0003-1092-4111,"Maria de Fátima Nunes de Carvalho"
WOS:000423507200014,"Taste compounds and consumer acceptance of chicken soups as affected by cooking conditions",Article,Article,"INTERNATIONAL JOURNAL OF FOOD PROPERTIES",2017,20,undefined,S154-S165,S154,S165,12,"Perez-Palacios, Trinidad, Eusebio, Joana, Palma, Silvina Ferro, Carvalho, Maria Joao, Mir-Bel, Jorge, Antequera, Teresa","R-8259-2018, ESK-9307-2022, GCG-0099-2022, GBX-7229-2022, FNY-2335-2022, DUK-6203-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000423507200014&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000423507200014&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000423507200014&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1094-2912,undefined,10.1080/10942912.2017.1291678,"Chicken, Food property, Sensory analysis, Taste, Soup",0000-0003-1092-4111,"Maria de Fátima Nunes de Carvalho"
WOS:000433917700011,"Improving crunchiness and crispness of fried squid rings through innovative tempura coatings: addition of alcohol and CO<sub>2</sub> incubation",Article,Article,"JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE",2018,55,6,2068-2078,2068,2078,11,"Carvalho, M. J., Ruiz-Carrascal, J.","GBX-7229-2022, N-7509-2013",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000433917700011&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000433917700011&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000433917700011&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0022-1155,undefined,10.1007/s13197-018-3121-2,"Deep fat-frying, Oven reheating, Tempura, Crispness, Ethanol",0000-0003-1092-4111,"Maria de Fátima Nunes de Carvalho"
WOS:000442375900008,"Development of biscuits with green banana flour irradiated by <SUP>60</SUP>Co: Preservation in modified atmosphere packaging",Article,Article,"EMIRATES JOURNAL OF FOOD AND AGRICULTURE",2018,30,6,496-502,496,502,7,"Alvarenga, Nuno, Taipina, Magda, Raposo, Nelia, Dias, Joao, Carvalho, Maria Joao, Amaral, Olga, Santos, Maria Teresa, Silva, Maria Manuela, Lidon, Fernando Cebola","AAA-6278-2021, IIH-5370-2023, DVC-0991-2022, DTV-1835-2022, GBX-7229-2022, AAD-4021-2020, AAN-4315-2020, AEB-6429-2022, DEH-9579-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000442375900008&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000442375900008&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000442375900008&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2079-052X,undefined,10.9755/ejfa.2018.v30.i6.1720,"Green banana flour, Gamma radiation, Cookies, Modified atmosphere packaging","0000-0003-1092-4111; 0000-0002-4649-3811","Maria de Fátima Nunes de Carvalho; Maria João Burrica Ramos Pinheiro da Silva"
WOS:000790577700018,"Flourishing and Satisfaction with Life in Older People Practicing Yoga",Meeting,"Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020,1185,undefined,185-194,185,194,10,"Lozano, Sandra, Faria, Maria Cristina","FMT-5932-2022, GEO-1125-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000790577700018&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000790577700018&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000790577700018&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1865-0929,978-3-030-41493-1,10.1007/978-3-030-41494-8_18,"Older persons practicing yoga, Successful aging, Health aging, Human flourishing, Satisfaction with life",0000-0003-0839-8036,"Maria Cristina Campos de Sousa Faria"
WOS:000790577700032,"Aging and Health Literacy: Site of Proximity to the Community",Meeting,"Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020,1185,undefined,330-338,330,338,9,"Faria, Maria Cristina, Faria, Maria Ines, Lozano, Sandra","KLO-5975-2024, CQF-7137-2022, FMT-5932-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000790577700032&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000790577700032&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000790577700032&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1865-0929,978-3-030-41493-1,10.1007/978-3-030-41494-8_32,"Older persons, Aging literacy, Empowerment, Active and healthy aging in the community, Aging website project","0000-0003-0839-8036; 0000-0003-0839-8036","Maria Cristina Campos de Sousa Faria; Maria Cristina Campos de Sousa Faria"
WOS:000790577700034,"Representations of Aging in Nursing and Social Work Students",Meeting,"Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020,1185,undefined,350-358,350,358,9,"Faria, Maria Cristina, Fernandes, Ana Isabel","GEO-1125-2022, KCD-9797-2024",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000790577700034&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000790577700034&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000790577700034&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1865-0929,978-3-030-41493-1,10.1007/978-3-030-41494-8_34,"Higher education students, Nursing, Social work, Aging, Social representations, Social perceptions, Aged society, Gerontology",0000-0003-0839-8036,"Maria Cristina Campos de Sousa Faria"
WOS:000524192100001,"Do anchor infrastructures matter for regional Smart Specialisation Strategy? The case of Alentejo",Article,Article,"REGIONAL STUDIES",2021,55,3,453-464,453,464,12,"Sarkar, Soumodip, Bilau, Jose Jacinto, Basilio, Maria","DVU-9351-2022, FYI-8694-2022, CAG-0349-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000524192100001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000524192100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000524192100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0034-3404,undefined,10.1080/00343404.2020.1722804,"Smart Specialisation Strategy (RIS3), regional development, anchor infrastructures",0000-0002-3104-4271,"Maria do Sacramento Bombaça Basílio"
WOS:000527591200002,"Landscape composition and configuration affect the abundance of the olive moth (<i>Prays oleae</i>, Bernard) in olive groves",Article,Article,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2020,294,undefined,undefined,undefined,undefined,8,"Villa, Maria, Santos, Sonia A. P., Sousa, Jose Paulo, Ferreira, Alberto, da Silva, Pedro Martins, Patanita, Isabel, Ortega, Marta, Pascual, Susana, Pereira, Jose Alberto","AAX-7435-2020, W-5794-2019, H-5407-2011, CQS-7250-2022, ITU-7664-2023, FOV-6544-2022, K-7498-2017, A-7812-2008, L-6798-2014",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000527591200002&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000527591200002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000527591200002&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0167-8809,undefined,10.1016/j.agee.2020.106854,"Conservation biological control, Multi scale analysis, Crop management, Perennial crops, Generalized additive mixed models",,
WOS:000534803300007,"Local government efficiency: is there anything new after Troika's intervention in Portugal?",Article,Article,"EURASIAN ECONOMIC REVIEW",2020,10,2,309-332,309,332,24,"Basilio, Maria, Pires, Clara, Borralho, Carlos, dos Reis, Jose Pires","CAG-0349-2022, DOH-7589-2022, HKM-4362-2023, COF-3188-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000534803300007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000534803300007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=project&SrcAuth=WosAPI&KeyUT=WOS:000534803300007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1309-422X,undefined,10.1007/s40822-019-00126-0,"Municipalities, Two-stage DEA, Efficiency, Fractional response models",0000-0002-3104-4271,"Maria do Sacramento Bombaça Basílio"
