id,titulo,tipo,ano_publicacao,volume,paginas,organizacoes,citacoes,issn,isbn,doi,orcids_autores,autores,origem,keywords
SCOPUS_ID:85126182712,"Smart Lysimeter with Crop and Environment Monitoring: Enhanced with Pest and Crop Control","Book Series",2022-01-01,"641 IFIP",48-63,N/A,N/A,18684238,"true, [9783030964658]",10.1007/978-3-030-96466-5_4,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:85093115477,"Impact of environmental conditions on the ripening of Queijo de Évora PDO cheese",Journal,2021-10-01,58,3942-3952,N/A,N/A,00221155,undefined,10.1007/s13197-020-04856-x,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:85111649570,"Applying computational fluid dynamics in the development of smart ripening rooms for traditional cheeses",Journal,2021-08-01,10,undefined,N/A,N/A,undefined,undefined,10.3390/foods10081716,0000-0002-4567-7416,"João Carlos da Silva Martins",Ambas,N/A
SCOPUS_ID:85128155966,"Automated remote control of cheese ripening chambers: Increasing economic value added while reducing the risk of transmission during the pandemic",Book,2021-06-11,undefined,442-460,N/A,N/A,undefined,"true, [9781799869276, 9781799869269]",10.4018/978-1-7998-6926-9.ch024,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:85121847719,"A Smart IoT System for Water Monitoring and Analysis","Book Series",2021-01-01,"401 LNICST",67-79,N/A,N/A,18678211,"true, [9783030914202]",10.1007/978-3-030-91421-9_6,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:85137921106,"Water management for rural environments and IoT",Book,2020-09-30,undefined,246-262,N/A,N/A,undefined,"true, [9781799853527, 9781799853510]",10.4018/978-1-7998-5351-0.ch015,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:85089819418,"The economic impact of a new type of ripening chamber in traditional cheese manufacturing",Journal,2020-08-01,12,undefined,N/A,N/A,undefined,undefined,10.3390/su12166682,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:84911923584,"Nonlinear system identification using constellation based multiple model adaptive estimators","Conference Proceeding",2014-11-10,undefined,1217-1221,N/A,N/A,22195491,"true, [9780992862619]",undefined,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:83455169066,"A new approach to system identification and parameter tuning with multiple model adaptive estimators","Conference Proceeding",2011-12-20,undefined,72-77,N/A,N/A,undefined,"true, [9789531841597]",undefined,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:67349105614,"Neural code metrics: Analysis and application to the assessment of neural models",Journal,2009-06-01,72,2337-2350,N/A,N/A,09252312,undefined,10.1016/j.neucom.2008.12.012,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:85115951330,"Bioelectronic vision: Retina models, evaluation metrics and system design",Book,2009-01-01,undefined,1-246,N/A,N/A,undefined,"true, [9789812794314, 9812794301, 9789812794307]",10.1142/6777,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:55649116193,"Towards a unified model for the retina: Static vs Dynamic integrate and fire models","Conference Proceeding",2008-11-13,2,528-533,N/A,N/A,undefined,"true, [9789898111180]",undefined,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:51849083441,"Instrumentation remote control through internet with PHP","Conference Proceeding",2008-09-22,undefined,41-44,N/A,N/A,undefined,"true, [9781424419289]",10.1109/VECIMS.2008.4592750,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:56149126474,"Parameters identification with the multiple model adaptive estimation (MMAE) algorithm","Conference Proceeding",2006-12-01,undefined,501-506,N/A,N/A,10258973,"true, [0889865515, 9780889865518]",undefined,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:48149103257,"Additive logistic regression applied to retina modelling","Conference Proceeding",2006-12-01,3,undefined,N/A,N/A,15224880,"true, [1424414377, 9781424414376]",10.1109/ICIP.2007.4379308,0000-0002-4567-7416,"João Carlos da Silva Martins",Scopus,
SCOPUS_ID:48149110914,"Performance comparison of computational retina models","Conference Proceeding",2005-12-01,undefined,156-161,N/A,N/A,undefined,"true, [0889865280, 9780889865280]",undefined,0000-0002-4567-7416,"João Carlos da Silva Martins",Ambas,N/A
SCOPUS_ID:85176446659,"Drought Characterization in Croatia Using E-OBS Gridded Data",Journal,2023-11-01,15,undefined,N/A,N/A,undefined,undefined,10.3390/w15213806,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:85153445417,"Risk Analysis of Water Harvesting Systems",Book,2021-01-01,undefined,177-189,N/A,N/A,undefined,"true, [9781119478911, 9781119478959]",10.1002/9781119478911.ch12,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:85076637453,"Jointly modeling drought characteristics with smoothed regionalized SPI series for a small island",Journal,2019-12-01,11,undefined,N/A,N/A,undefined,undefined,10.3390/w11122489,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:85053171375,"Drought modeling methods",Book,2017-01-01,undefined,149-166,N/A,N/A,undefined,"true, [9781315404226, 9781498731027]",10.1201/9781315404219,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:84938147391,"Drought analysis in southern Paraguay, Brazil and northern Argentina: Regionalization, occurrence rate and rainfall thresholds",Journal,2015-01-01,46,792-810,N/A,N/A,19989563,undefined,10.2166/nh.2014.074,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:84920711365,"SPI Modes of Drought Spatial and Temporal Variability in Portugal: Comparing Observations, PT02 and GPCC Gridded Datasets",Journal,2015-01-01,29,487-504,N/A,N/A,09204741,undefined,10.1007/s11269-014-0690-3,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:84891748082,"Spring drought prediction based on winter NAO and global SST in Portugal",Journal,2014-01-30,28,1009-1024,N/A,N/A,08856087,undefined,10.1002/hyp.9641,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:85010871778,"Trends in rainfall and streamflow series: Portuguese case studies",Journal,2014-01-01,4,221-248,N/A,N/A,20419031,undefined,10.2495/SAFE-V4-N3-221-248,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:84977468493,"Analysis of temporal variability of droughts in southern Paraguay and northern Argentina (1961–2011)","Book Series",2014-01-01,undefined,31-46,N/A,N/A,16102002,undefined,10.1007/978-3-319-04489-7_3,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:84877038360,"Dimensionality reduction in drought modelling",Journal,2013-05-15,27,1399-1410,N/A,N/A,08856087,undefined,10.1002/hyp.9300,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:84878122921,"Precipitation thresholds for drought recognition: A further use of the standardized precipitation index, SPI",Journal,2013-01-01,172,3-14,N/A,N/A,17433541,"true, [9781845647124]",10.2495/RBM130011,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:80255138382,"Regional Frequency Analysis of Droughts in Portugal",Journal,2011-11-01,25,3537-3558,N/A,N/A,09204741,undefined,10.1007/s11269-011-9869-z,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:84865565437,"Regionalization of droughts in Portugal",Journal,2011-01-01,146,239-249,N/A,N/A,17433541,"true, [9781845645168]",10.2495/RM110211,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:77949588816,"Spatial and temporal variability of droughts in Portugal",Journal,2010-03-01,46,undefined,N/A,N/A,00431397,undefined,10.1029/2009WR008071,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:71649107108,"Trends in hydrologic time series",Journal,2009-01-01,124,185-195,N/A,N/A,17433541,"true, [9781845641986]",10.2495/RM090171,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:38849113927,"Estimation of monthly stream flows based on the sequential water budget technique applied to the Thornthwaite potential evapotranspiration",Journal,2007-01-01,104,159-168,N/A,N/A,17433541,"true, [9781845640750]",10.2495/RM070161,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:85088065396,"Thornthwaite and Penman-Monteith potential evapotranspiration and estimation of monthly stream flows","Conference Proceeding",2006-01-01,undefined,undefined,N/A,N/A,undefined,undefined,undefined,0000-0002-4671-9884,"João Filipe Fragoso dos Santos",Scopus,
SCOPUS_ID:85212238395,"Impact of different Cynara cardunculus L. extracts on the physicochemical, microbial, and sensory properties of Serpa cheese",Journal,2025-03-01,162,undefined,N/A,N/A,09586946,undefined,10.1016/j.idairyj.2024.106159,0000-0002-5108-0018,"João Jorge Mestre Dias",Scopus,
SCOPUS_ID:85213500948,"Comparative Study of Coagulation Dynamics: Cardoon Flower Extract vs. Chymosin",Journal,2024-12-01,5,817-827,N/A,N/A,undefined,undefined,10.3390/dairy5040059,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:85192817895,"Influence of geographical origin in the physical and bioactive parameters of single origin dark chocolate",Journal,2024-10-01,250,2569-2580,N/A,N/A,14382377,undefined,10.1007/s00217-024-04558-0,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:85178895235,"Valorization of baobab seeds (Adansonia digitata) as a coffee-like beverage: evaluation of roasting time on bioactive compounds",Journal,2024-04-01,61,727-733,N/A,N/A,00221155,undefined,10.1007/s13197-023-05873-2,0000-0002-5108-0018,"João Jorge Mestre Dias",Scopus,
SCOPUS_ID:85184714689,"Notes on the history and uses of thistles and Cynara cardunculus L. in Portugal",Journal,2024-01-01,28,undefined,N/A,N/A,undefined,undefined,10.32859/era.28.22.1-12,0000-0002-5108-0018,"João Jorge Mestre Dias",Scopus,
SCOPUS_ID:85156206503,"Development of a Functional Dark Chocolate with Baobab Pulp",Journal,2023-04-01,12,undefined,N/A,N/A,undefined,undefined,10.3390/foods12081711,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:85148887568,"Impact of LAB from Serpa PDO Cheese in Cheese Models: Towards the Development of an Autochthonous Starter Culture",Journal,2023-02-01,12,undefined,N/A,N/A,undefined,undefined,10.3390/foods12040701,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:85133625768,"Influence of cocoa origin on the nutritional characterization of chocolate",Journal,2022-10-01,248,2569-2577,N/A,N/A,14382377,undefined,10.1007/s00217-022-04070-3,0000-0002-5108-0018,"João Jorge Mestre Dias",Scopus,
SCOPUS_ID:85137751779,"Nutritional Properties of Baobab Pulp from Different Angolan Origins",Journal,2022-09-01,11,undefined,N/A,N/A,undefined,undefined,10.3390/plants11172272,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:85136658653,"The use of cheese from Alentejo in Portuguese gastronomy: A travel through history",Journal,2022-09-01,29,undefined,N/A,N/A,1878450X,undefined,10.1016/j.ijgfs.2022.100579,0000-0002-5108-0018,"João Jorge Mestre Dias",Scopus,
SCOPUS_ID:85133329293,"Organoleptic Chemical Markers of Serpa PDO Cheese Specificity",Journal,2022-07-01,11,undefined,N/A,N/A,undefined,undefined,10.3390/foods11131898,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:85128243114,"Effect of High Pressure on the Properties of Chocolate Fillings during Long-Term Storage",Journal,2022-04-01,11,undefined,N/A,N/A,undefined,undefined,10.3390/foods11070970,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:85153634173,"Impact of Geographical Origin on Chocolate Microstructure, Phase Transition, and Fat Bloom",Book,2022-01-01,undefined,153-187,N/A,N/A,undefined,"true, [9783030901691, 9783030901684]",10.1007/978-3-030-90169-1_5,0000-0002-5108-0018,"João Jorge Mestre Dias",Scopus,
SCOPUS_ID:85087826142,"Evaluation of gas holes in “Queijo de Nisa” PDO cheese using computer vision",Journal,2021-03-01,58,1072-1080,N/A,N/A,00221155,undefined,10.1007/s13197-020-04621-0,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:85090204013,"Evolution during three ripening stages of Évora cheese",Journal,2020-09-01,9,undefined,N/A,N/A,undefined,undefined,10.3390/foods9091140,0000-0002-5108-0018,"João Jorge Mestre Dias",Scopus,
SCOPUS_ID:85057109137,"Characterization of Cynara cardunculus L. flower from Alentejo as a coagulant agent for cheesemaking",Journal,2019-04-01,91,178-184,N/A,N/A,09586946,undefined,10.1016/j.idairyj.2018.09.010,0000-0002-5108-0018,"João Jorge Mestre Dias",Scopus,
SCOPUS_ID:85052113267,"Development of biscuits with green banana flour irradiated by <sup>60</sup>Co: Preservation in modified atmosphere packaging",Journal,2018-06-01,30,498-502,N/A,N/A,2079052X,undefined,10.9755/ejfa.2018.v30.i6.1720,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:85031803096,"Evaluation of the impact of high pressure on the storage of filled traditional chocolates",Journal,2018-02-01,45,36-41,N/A,N/A,14668564,undefined,10.1016/j.ifset.2017.08.019,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:85037048196,"Shelf-life of reduced-fat white chocolate fillings using iota-carrageenan",Journal,2017-11-01,29,893-898,N/A,N/A,2079052X,undefined,10.9755/ejfa.2017.v29.i11.1498,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:84988927626,"Impact of olive oil usage on physical properties of chocolate fillings",Journal,2016-07-01,67,undefined,N/A,N/A,00173495,undefined,10.3989/gya.0323161,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:84944515590,"Effect of hydrocolloids on low-fat chocolate fillings",Journal,2015-11-01,52,7209-7217,N/A,N/A,00221155,undefined,10.1007/s13197-015-1841-0,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:4344686196,"Test of a small domestic boiler using different pellets",Journal,2004-12-01,27,531-539,N/A,N/A,09619534,undefined,10.1016/j.biombioe.2003.07.002,0000-0002-5108-0018,"João Jorge Mestre Dias",Ambas,N/A
SCOPUS_ID:85165976474,"Asp376Glu Mutation and Enhanced Metabolism Controlling the Resistance to ALS-Inhibiting Herbicides in Ixophorus unisetus (J. Presl) Schltdl. from the Bajio, Mexico",Journal,2023-07-01,13,undefined,N/A,N/A,undefined,undefined,10.3390/agronomy13071682,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85161504534,"Convergent Adaptation of Multiple Herbicide Resistance to Auxin Mimics and ALS- and EPSPS-Inhibitors in Brassica rapa from North and South America",Journal,2023-06-01,12,undefined,N/A,N/A,undefined,undefined,10.3390/plants12112119,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85160431684,"Filago pyramidata Tolerant to ALS-Inhibiting Herbicides: A New Invasive Weed in Olive Groves of Southern Spain",Journal,2023-05-01,13,undefined,N/A,N/A,undefined,undefined,10.3390/agronomy13051273,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85149314288,"Target-site and non-target-site resistance mechanisms confer multiple resistance to glyphosate and 2,4-D in Carduus acanthoides",Journal,2023-04-01,191,undefined,N/A,N/A,00483575,undefined,10.1016/j.pestbp.2023.105371,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85152383558,"Different Non-Target Site Mechanisms Endow Different Glyphosate Susceptibility in Avena Species from Spain",Journal,2023-03-01,13,undefined,N/A,N/A,undefined,undefined,10.3390/agronomy13030763,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85142662140,"An Asp376Glu substitution in ALS gene and enhanced metabolism confers high tribenuron-methyl resistance in Sinapis alba",Journal,2022-11-11,13,undefined,N/A,N/A,undefined,undefined,10.3389/fpls.2022.1011596,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85137783756,"Tribenuron-methyl metabolism and the rare Pro197Phe double mutation together with 2,4-D metabolism and reduced absorption can evolve in Papaver rhoeas with multiple and cross herbicide resistance to ALS inhibitors and auxin mimics",Journal,2022-11-01,188,undefined,N/A,N/A,00483575,undefined,10.1016/j.pestbp.2022.105226,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85130360378,"Comparison between the mechanisms of Clearfield ® wheat and Lolium rigidum multiple resistant to acetyl CoA carboxylase and acetolactate synthase inhibitors",Journal,2022-08-01,306,undefined,N/A,N/A,02697491,undefined,10.1016/j.envpol.2022.119438,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85129182421,"Current Status of Herbicide Resistance in the Iberian Peninsula: Future Trends and Challenges",Journal,2022-04-01,12,undefined,N/A,N/A,undefined,undefined,10.3390/agronomy12040929,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85107565644,"Genetic diversity and population structure of Cynara cardunculus L. In southern Portugal",Journal,2021-06-01,16,undefined,N/A,N/A,undefined,undefined,10.1371/journal.pone.0252792,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85101683516,"Distribution of Glyphosate-Resistance in Echinochloa crus-galli Across Agriculture Areas in the Iberian Peninsula",Journal,2021-02-12,12,undefined,N/A,N/A,undefined,undefined,10.3389/fpls.2021.617040,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85100245990,"Multiple Herbicide Resistance Evolution: The Case of Eleusine indica in Brazil",Journal,2021-02-03,69,1197-1205,N/A,N/A,00218561,undefined,10.1021/acs.jafc.0c03999,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85074236502,"Target site as the main mechanism of resistance to imazamox in a Euphorbia heterophylla biotype",Journal,2019-12-01,9,undefined,N/A,N/A,undefined,undefined,10.1038/s41598-019-51682-z,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85066827860,"The triple amino acid substitution tap-ivs in the epsps gene confers high glyphosate resistance to the superweed amaranthus hybridus",Journal,2019-05-02,20,undefined,N/A,N/A,16616596,undefined,10.3390/ijms20102396,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85053483735,"Stacked traits conferring multiple resistance to imazamox and glufosinate in soft wheat",Journal,2019-03-01,75,648-657,N/A,N/A,1526498X,undefined,10.1002/ps.5159,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85070766649,"Selection for glyphosate resistance in conyza spp. Occurring in the railway network of Southern Spain",Journal,2019-01-01,99,413-419,N/A,N/A,00084220,undefined,10.1139/cjps-2018-0254,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85016965986,"Evaluation of weed flora changes in Portugal in a 10 year basis",Journal,2017-03-01,11,322-328,N/A,N/A,18352693,undefined,10.21475/ajcs.17.11.03.pne378,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:84944279784,"Narrow row spacing increased yield and decreased nicotine content in sun-cured tobacco (Nicotiana tabacum L.)",Journal,2015-11-30,75,212-217,N/A,N/A,09266690,undefined,10.1016/j.indcrop.2015.05.057,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:84954311047,"Quality of processing tomato fruits in competition with solanum americanum",Journal,2015-10-01,33,689-697,N/A,N/A,01008358,undefined,10.1590/S0100-83582015000400007,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:84946014337,"Study of autumn-winter weeds in portugal and its ecological preferences",Journal,2015-07-01,33,387-394,N/A,N/A,01008358,undefined,10.1590/S0100-83582015000300001,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Ambas,N/A
SCOPUS_ID:84955574829,"Effect of drought stress on periods prior of weed interference (PPWI) in bean crop using arbitrary and tolerance estimation",Journal,2015-01-01,9,1249-1256,N/A,N/A,18352693,undefined,undefined,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:84946218848,"Effects of desiccation with glyphosate on two common bean cultivars: Physiology and cooking quality of the harvested product",Journal,2015-01-01,9,925-930,N/A,N/A,18352693,undefined,undefined,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:82055166961,"Evaluation of Economic Levels for the Solanum americanum x Tomato Crop Interaction using Multiple Models",Journal,2011-11-29,29,751-760,N/A,N/A,01008358,undefined,10.1590/S0100-83582011000400005,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:77950283232,"Impact of black nightshade on tomato plant production and mathematical model fitness",Journal,2009-01-01,27,901-911,N/A,N/A,01008358,undefined,10.1590/s0100-83582009000500003,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:75349096356,"Economic levels of weed injury on crops: Concepts, definitions and calculation models",Journal,2009-01-01,27,869-877,N/A,N/A,01008358,undefined,10.1590/s0100-83582009000400026,0000-0002-3313-887X,"João Martim de Portugal e Vasconcelos Fernandes",Scopus,
SCOPUS_ID:85205711670,"Promoting Deep Learning Through a Concept Map-Building Collaborative Activity in an Introductory Programming Course","Conference Proceeding",2024-09-01,122,undefined,N/A,N/A,21906807,"true, [9783959773478]",10.4230/OASIcs.ICPEC.2024.7,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85202459256,"Impacts of Generative Artificial Intelligence in Higher Education: Research Trends and Students’ Perceptions",Journal,2024-08-01,13,undefined,N/A,N/A,undefined,undefined,10.3390/socsci13080410,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Ambas,N/A
SCOPUS_ID:85197285371,"Event-Based Modeling of Input Signal Behaviors for Discrete-Event Controllers",Journal,2024-06-01,14,undefined,N/A,N/A,undefined,undefined,10.3390/app14125289,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85189183848,"Sokoban: An Assignment for an Object-Oriented and GUI Programming Course","Conference Proceeding",2024-03-14,2,1564-1565,N/A,N/A,undefined,"true, [9798400704246]",10.1145/3626253.3635493,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85199921800,"Using Petri Nets for Analysis of Navigation Paths in Constrained Graphs – Application to Roguelike Games","Conference Proceeding",2024-01-01,3730,283-298,N/A,N/A,16130073,undefined,undefined,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85199876896,"Leveraging High-Level Petri Nets for Cyber-Physical Systems Development","Conference Proceeding",2024-01-01,3730,155-163,N/A,N/A,16130073,undefined,undefined,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85198960242,"Leveraging the Pedagogical Potential of Tile-Based Games for Teaching Petri Net Modeling, the Sokoban Case","Conference Proceeding",2024-01-01,3721,undefined,N/A,N/A,16130073,undefined,undefined,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85197213307,"Remote Debugger: A Tool to Remotely Monitor and Operate IOPT-Nets Controllers","Book Series",2024-01-01,"14628 LNCS",402-412,N/A,N/A,03029743,"true, [9783031614323]",10.1007/978-3-031-61433-0_19,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85149786281,"Boosting Conceptual Thinking in a Programming Course-An Ontology-Based Approach","Conference Proceeding",2023-03-06,2,1303,N/A,N/A,undefined,"true, [9781450394338]",10.1145/3545947.3576249,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85146672410,"Graphic Model for Shop Floor Simulation and Control in the Context of Industry 5.0",Journal,2023-01-01,13,undefined,N/A,N/A,undefined,undefined,10.3390/app13020930,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85140920698,"Configurable Templates for Assistive Technology Mobile Apps: A Block-based Programming Approach","Conference Proceeding",2022-01-01,2,293-298,N/A,N/A,undefined,"true, [9789897585623]",10.5220/0011089600003182,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85140902848,"Assessment for Computer Programming Courses: A Short Guide for the Undecided Teacher","Conference Proceeding",2022-01-01,2,549-554,N/A,N/A,undefined,"true, [9789897585623]",10.5220/0011095800003182,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85135868489,"A Graphical and Executable Model for Production Simulation in the Context of Industry 5.0","Conference Proceeding",2022-01-01,2022-June,233-238,N/A,N/A,undefined,"true, [9781665482400]",10.1109/ISIE51582.2022.9831527,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85135791744,"Towards an Integrated Tool Support for the Analysis of IOPT Nets Using the Spin Model Checker","Conference Proceeding",2022-01-01,2022-June,239-244,N/A,N/A,undefined,"true, [9781665482400]",10.1109/ISIE51582.2022.9831529,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85135024164,"Input Event Modeling for Discrete-Event Controllers: A Petri Net Approach","Book Series",2022-01-01,"930 LNEE",498-508,N/A,N/A,18761100,"true, [9783031100468]",10.1007/978-3-031-10047-5_44,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85132981398,"IOPT-Tools – From Executable Models to Automatic Code Generation for Embedded Controllers Development","Book Series",2022-01-01,"13288 LNCS",127-138,N/A,N/A,03029743,"true, [9783031066528]",10.1007/978-3-031-06653-5_7,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85084054444,"Model Based Simulation for a Smart City Project Based on LoRa","Conference Proceeding",2019-10-01,2019-October,5868-5873,N/A,N/A,undefined,"true, [9781728148786]",10.1109/IECON.2019.8927772,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85070649667,"From non-autonomous Petri net models to executable state machines","Conference Proceeding",2019-06-01,2019-June,1638-1643,N/A,N/A,undefined,"true, [9781728136660]",10.1109/ISIE.2019.8781246,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
SCOPUS_ID:85068456383,"Self-configurable wireless automatic irrigation system","Conference Proceeding",2019-05-01,undefined,52-58,N/A,N/A,undefined,"true, [9781538692820]",10.1109/YEF-ECE.2019.8740827,0000-0002-0097-9883,"João Paulo Mestre Pinheiro Ramos e Barros",Scopus,
