id,titulo,autor_principal,fonte,doi,issn,isbn,volume,numero,paginas,editor,data_publicacao,descricao,palavras_chave,cited_by_count,tipo,article_number,departamento,origem,financiador,afiliacoes,repositorioIPBeja,apoiosPublicacao,autores_artigo,orcid_autores,organizacoes,keywords,citacoes,fonteTitulo,issue,paginasInicio,paginasFim,numeroPaginas
SCOPUS_ID:85061543411,"Bibliometric analysis of 50 years of IEEE industrial electronics society publications","Fernandes J.M.","Proceedings: IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society",10.1109/IECON.2018.8591317,,[9781509066841],,,3013-3020,,2018-12-26,"Tertiary education increasingly relies on publications. Arguably, Ph.D. work is also increasingly produced within larger teams or with more extensive collaborations. As way to obtain an objective measure of this trend, this manuscript examines authorship trends in IEEE Industrial Electronics Society (IEEE-IES) publications for the 50-year period from 1963 to 2012. We emphasize the trends related to the number of authors and pages per publication. In order to identify several bibliometric indicators, we have analyzed 34,409 entries from IEEE-Xplore digital library for IEEE-IES publications. We provide results for two different sets of publications. Firstly, we present evidence that the number of authors and the number of pages of articles in the IEEE Transactions in Industrial Electronics (TIE) for the 50-year period are increasing per decade an average of +0.42 authors and +0.87 pages, respectively. Secondly, we provide evidence that the number of authors per article in 14 publication venues for the 25-year period from 1988 to 2012 are increasing per decade an average of +0.375 authors.","Industrial electronics ; Number of authors ; Scientific authorship ; Scientific publication ; Tertiary education",0,"Artigos em conferência",8591317,Engenharia,Scopus,"FCT (UID/CEC/00319/2013) Fundação para a Ciência e a Tecnologia","Universidade do Minho (Braga, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"João M. Fernandes; João Paulo Barros; Luís Gomes","0000-0003-1174-1966; 0000-0002-0097-9883; 0000-0003-4299-8270",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85061535134,"Refining IOPT petri nets class for embedded system controller modeling","Gomes L.","Proceedings: IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society",10.1109/IECON.2018.8592921,,[9781509066841],,,4720-4725,,2018-12-26,"Since its inception, the Input-Output Place-Transition (IOPT) class of Petri nets have changed in response to the gained experience in the use of its associated tools freely available as a cloud based toolset. Here, we informally present the current state of the IOPT net class as supported by the IOPT-Tools, publicly available at http://gres.uninova.pt/IOPT-Tools/. The corresponding formal syntax and semantics are presented, followed by an illustrative example. Finally, we give a brief presentation of the respective XML-based interchange format and conclude.","Design tools ; Microcontrollers ; Model-driven development ; Petri nets",19,"Artigos em conferência",8592921,Engenharia,Scopus,"FCT (UID/EEA/00066/2013) Fundação para a Ciência e a Tecnologia","Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"Luís Gomes; João Paulo Barros","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85047757426,"Students' perceptions of paper-based vs. computer-based testing in an introductory programming course","Barros J.P.","CSEDU 2018 - Proceedings of the 10th International Conference on Computer Supported Education",10.5220/0006794203030308,,[9789897582912],2,,303-308,,2018-01-01,"This paper examines the preferences of students regarding computer-based versus paper-based assessment, in an introductory computer programming course. Two groups of students were surveyed about their preference between paper-based and computer-based tests and respective rationale. All students had already been assessed: one group using two paper-based tests and the other group using two computer-based tests. Both groups expressed an overwhelming preference for computer-based tests independently of their previous programming experience. We conclude that, from the students' point of view, computer-based tests should be the used over paper-based ones for introductory programming courses. This adds to existing literature about computer-based testing of programming skills.","Assessment ; CS1 ; Exams ; Lab exam ; Programming ; Tests",7,"Artigos em conferência",,Engenharia,Ambas,N/A,"Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"João Paulo Barros","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,"CSEDU: PROCEEDINGS OF THE 10TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED EDUCATION - VOL 2",,303,308,6
SCOPUS_ID:85029437946,"Exploring USB connection vulnerabilities on android devices breaches using the android debug bridge","Amarante J.","ICETE 2017 - Proceedings of the 14th International Joint Conference on e-Business and Telecommunications",10.5220/0006475905720577,,[9789897582592],4,,572-577,,2017-01-01,"The complexity of avoiding vulnerabilities in the modern mobile operating systems makes them vulnerable to many types of attacks. This paper presents preliminary work in the creation of scenarios to surreptitiously extract private data from smartphones running different versions of the Android Operating System. Three scenarios were already identified and a proof of concept script was developed, all based on the use of the Android Debug Bridge tool. When running in a computer, the script is able to extract private data from a USB connected smartphone. In two scenarios it was possible to extract the information in a totally surreptitious way, without the user knowledge. In the third scenario, using a newer version of the Android operating system, a user action is needed which makes the attack less likely to succeed, but still possible.","Computer Security ; Internet of Things IoT ; Mobile Cyber-physical Systems ; Mobile Device ; Physical Attack ; Smartphone ; USB ; Vulnerability",2,"Artigos em conferência",,Engenharia,Scopus,(UID/EEA/00066/2013),"Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"João Amarante; João Paulo Barros","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85010461745,"Assessment rules and student cheating: A set of concerns as guidelines","Barros J.P.","CISPEE 2016 - 2nd International Conference of the Portuguese Society for Engineering Education, Proceedings",10.1109/CISPEE.2016.7777723,,[9781509039128],,,,,2016-12-07,"Student cheating is a well-known topic with a large number of references in literature. This paper presents and discusses the role of assessment rules as a vehicle for cheating minimization, related to delivered work, in the context of computer programming courses. As there is no single best solution, we present a classification for cheating behaviors that provides a guideline for teacher reflection when designing course assessment rules.","academic dishonesty ; assessment ; cheating ; ethics ; fraud ; Higher-education ; plagiarism",1,"Artigos em conferência",7777723,Engenharia,Scopus,N/A,"Instituto Politécnico de Beja (Beja, Portugal)",N/A,N/A,"João Paulo Barros","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:84979561831,"Towards a mobile application for an engineering geology course: A contribution to improved student learning","Barros J.P.","CSEDU 2016 - Proceedings of the 8th International Conference on Computer Supported Education",10.5220/0005927204210426,,[9789897581793],2,,421-426,,2016-01-01,"One of the subjects studied on engineering geology courses is the description of rock masses and the application of geotechnical classifications. Field information is collected and organised in order to make possible to apply rock mass classification systems and analyse stereographic projection data. The present work proposes the use of computer supported ubiquitous learning to collect and treat field data. It presents work in progress towards the creation of a mobile application suitable for Engineering Geology courses. A first prototype for the Apple iOS system is presented.","Computer Support ; Education ; Engineering Geology ; Mobile ; Rock Mass Description ; Software ; Ubiquitous Learning",1,"Artigos em conferência",,Engenharia,Ambas,N/A,"Universidade de Aveiro (Aveiro, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"João Paulo Barros; Pedro Caixinha; Sofia Soares","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,"PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED EDUCATION, VOL 2 (CSEDU)",,421,426,6
SCOPUS_ID:84953792159,"Extending input-output place-transition Petri nets for distributed controller systems development","Gomes L.","Proceedings - 2014 International Conference on Mechatronics and Control, ICMC 2014",10.1109/ICMC.2014.7231723,,[9781479925384],,,1099-1104,,2015-08-31,"Petri nets have been widely used in the design of embedded controllers, namely in electronic hardware and computing platforms design, as well as within automation application areas. This paper presents updated characteristics of one class of Petri nets, named Input-Output Place-Transition Petri nets (IOPT nets), extended to support networked embedded controllers design and globally-asynchronous locally-synchronous (GALS) systems modeling, together with its associated metamodel and execution semantics. The proposed meta-model is compliant with the Petri Net Markup Language (PNML) metamodel, augmented with the descriptions for inputs and outputs, as well as for time domains and communication channels. The meta-model is described using UML class diagrams and has an equivalent Ecore meta-model that positioning IOPT nets within the Eclipse Modeling Framework (EMF).",,25,"Artigos em conferência",7231723,Engenharia,Scopus,N/A,"Universidade Nova de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"Luis Gomes; Filipe Moutinho; Fernando Pereira; Jose Ribeiro; Aniko Costa; Joao Paulo Barros","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:84963652879,"Executable models for embedded controllers development - A cloud based development framework","Pereira F.","CEUR Workshop Proceedings",,16130073,,1554,,40-43,,2015-01-01,"We present IOPT-Tools, a tool framework for the development of digital controllers based on graphical executable models. The framework supports edition, simulation, verification through state-space querying, and code generation for several hardware platforms, most notably microcontrollers (e.g. Arduino, PIC, and Raspberry Pi) and FPGAs. The tool framework uses a class of Petri nets and is cloud based: the development process is performed using a browser.",,1,"Artigos em conferência",,Engenharia,Scopus,"FCT (PTDC/EEI-AUT/2641/2012) Fundação para a Ciência e a Tecnologia","Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Instituto Superior de Engenharia de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"Fernando Pereira; Filipe Moutinho; João Paulo Barros; Aniko Costa; Luís Gomes","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:84940254838,"From SysML State Machines to Petri Nets Using ATL Transformations","Pais R.","IFIP Advances in Information and Communication Technology",10.1007/978-3-642-54734-8_26,18684238,[9783642547331],423,,227-236,,2014-01-01,"The ATLAS Transformation Language (ATL) is a well-known hybrid model transformation language that allows both declarative and imperative constructs to be used in the definition of model transformations. In this paper, we present ATL transformations providing an integrated structural description of the source and target metamodels and the transformation between them. More specifically, the paper presents translation rules of Systems Modeling Language (SysML) state machines models into a class of non-autonomous Petri net models using ATL. The target formalism for the translation is the class of Input-Output Place Transition Nets (IOPT), which extends the well-known low-level Petri net class of Place/Transition Petri nets with input and output signals and events dependencies. Based on this Petri net class, a set of tools have been developed and integrated on a framework for the project of embedded systems using co-design techniques. The main goal is to benefit from the model-based attitude while allowing the integration of development flows based on SysML state machines with the ones based on Petri nets. © IFIP International Federation for Information Processing 2014.","ATL ; IOPT ; MDA ; MDE ; Petri Nets ; PNML ; State Machines ; SysML ; Transformation Models ; UML",5,"Artigos em conferência",,Engenharia,Scopus,N/A,"Universidade Nova de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"Rui Pais; João Paulo Barros; Luís Gomes","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:84907358795,"Towards the use of Place/Transition net tools for analysis of IOPT models","Barros J.P.","IEEE International Symposium on Industrial Electronics",10.1109/ISIE.2014.6864774,,[9781479923991],,,1141-1146,,2014-01-01,"This papers proposes a translation from IOPT nets, a class of non-autonomous Petri nets, to Place/Transition nets. The translation removes most of the non-autonomous extensions in IOPT net models using a set of behaviorally equivalent submodels. The resulting model is complemented by additional models, which specify the non-autonomous parts, namely signals and events. All models are composed together using net addition, a composition operator. The translation allows the application of analysis and verification Place/Transition tools to IOPT net models. The translation preserves the initial model structure allowing a mapping between the generated model and the initial one, and brings to evidence the level of compactness made possible by IOPT nets. © 2014 IEEE.",,1,"Artigos em conferência",6864774,Engenharia,Scopus,N/A,"Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"Joao Paulo Barros; Luis Gomes","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:84898148778,"Merging and splitting petri net models within distributed embedded controller design","Gomes L.","Embedded Computing Systems: Applications, Optimization, and Advanced Design",10.4018/978-1-4666-3922-5.ch009,,[9781466639225],,,160-183,,2013-12-01,"Design of distributed embedded controllers can benefit from the adoption of a model-based development attitude, where Petri nets modeling can provide support for a comprehensive specification and documentation of the system together with verification capabilities and automatic deployment into implementation platforms. This chapter presents a Petri nets-based development flow based on composition and decomposition of Petri net models, using Input-Output Place-Transition Petri nets (IOPT nets) as the underlying formalism, allowing reusability of models in new situations through a net addition operation, as well as partitioning of the model into components using a net splitting operation. Distributed embedded controllers are addressed adding the concept of time domains to IOPT nets. Finally, a tool chain framework is presented supporting the whole development process, from specification to implementation, including property verification, simulation, and automatic code generation for deployment into implementation platforms (considering hardware-based implementation and VHDL coding or software-oriented implementation and C coding). © 2013, IGI Global.",,1,"Capítulo em livro",,Engenharia,Scopus,N/A,"Universidade Nova de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"Luis Gomes; Anikó Costa; João Paulo Barros; Filipe Moutinho; Fernando Pereira","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:84887085848,"From concrete to abstract: About teaching UML class diagrams to novice programmers","Barros J.P.","ICSOFT 2013 - Proceedings of the 8th International Joint Conference on Software Technologies",,,[9789898565686],,,278-283,,2013-11-11,"Object-oriented programming is frequently taught in the first programming course. The implicit level of indirection, expressed in the name-value duality of objects, demands an additional level of abstraction ability. This brings an additional complication for novice students, which are also fighting with flow control and composition. Graphical languages can help visualise the program structure but only if they are not seen as an additional burden. UML class diagrams are the most widely used structure diagram for object-oriented code, but they are very complex for novices. This paper presents a set of translation rules from code to a UML class diagrams that can be introduced in the first or second programming course. To that end, it discusses how to meaningfully explain the semantics of class and object relations, namely by presenting a minimal subset of the UML class diagram metamodel that supports simple and direct translations from object-oriented code. As most students learn better from concrete to abstract, this minimal subset and the respective code translation provide an intermediate step towards the use of a more complete metamodel in more advanced courses. Copyright © 2013 SCITEPRESS.","Abstraction ; Class diagrams ; CS1 ; Design ; Introductory programming ; Java ; Object diagrams ; Software engineering ; UML",0,"Artigos em conferência",,Engenharia,Scopus,N/A,"Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"João Paulo Barros","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:84893522900,"Curricular unit specification for programme assessment: Fostering teacher reflection, while improving course catalogues","Barros J.P.","Proceedings - 2013 1st International Conference of the Portuguese Society for Engineering Education, CISPEE 2013",10.1109/CISPEE.2013.6701984,,[9781479912216],,,,,2013-01-01,"Reflective teaching is widely acknowledged as fundamental to improve practices leading to improved student learning. Presently, programmes are being assessed at several different levels, locally, or even countrywide. In this paper, we take as a starting point the template that all Portuguese higher education institutions have to fill for each curricular unit, for programme assessment purposes, and propose a more precise and informative format. Based on the literature, we argue this new template format fosters teacher reflection and provides additional and easier to compare data for accreditation boards, and the whole education community, most notably, students. © 2013 IEEE.","alignment ; course design ; courses ; curricula ; syllabus",0,"Artigos em conferência",6701984,Engenharia,Scopus,N/A,"Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"Joao Paulo Barros","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:84873544554,"Educating for mobile computing: Addressing the new challenges","Burd B.","Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",10.1145/2426636.2426641,1942647X,[9781450318723],,,51-63,,2012-12-01,"Computers that once filled rooms now fit in our pockets, and unlike their predecessors, mobile computers abound. The mobile industry is surging, with more smartphones being sold to consumers than PCs [17]. But does the rise of mobility impact computer science education? We claim that computer science educators must seriously consider mobility as they examine their curriculum. In this working group report, we offer a brief defense of why mobile computing belongs in our courses, summarize our survey of several hundred courses which already incorporate it, and discuss how educators might adopt it in their own courses. We hope that this work will help computer science educators make informed decisions about incorporating mobile computing into their courses and provide examples of such integration on different levels, ranging from individual projects or lecture topics to mobile computing as a learning context for an entire course. Copyright © 2012 by the Association for Computing Machinery, Inc. (ACM).","Mobile computing ; Mobile curriculum",30,"Artigos em conferência",,Engenharia,Scopus,N/A,"Central Connecticut State University (New Britain, United States); Microsoft Research (Redmond, United States); University of Toronto (Toronto, Canada); Instituto Politécnico de Beja (Beja, Portugal); Drew University (Madison, United States); University of Wisconsin-Eau Claire (Eau Claire, United States)",N/A,N/A,"Barry Burd; João Paulo Barros; Chris Johnson; Stan Kurkovsky; Arnold Rosenbloom; Nikolai Tillman","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:84873150800,"Towards a complete description for individual course units: A follow-up to the Bologna proposals","Barros J.P.","2012 15th International Conference on Interactive Collaborative Learning, ICL 2012",10.1109/ICL.2012.6402207,,[9781467324274],,,,,2012-12-01,"The ECTS User's Guide prescribes the use of learning outcomes in the description of individual course units and states the need to specify the associated assessment criteria. Here, we present a concrete template proposal for the description of individual course units that adds two additional alignments to the well-known double alignment strategy. More specifically, we propose the specification of four alignments: learning outcomes to contents; learning outcomes to assessment; assessment to the teaching and learning strategies; and assessment to grading. To support the latter, a specific grading strategy is briefly presented. Additionally, learning outcomes are classified according to the European Qualification Framework for Lifelong Learning. © 2012 IEEE.","alignment ; assessment ; course description ; curricula design ; ECTS ; EQF ; grading ; learning outcomes",0,"Artigos em conferência",6402207,Engenharia,Scopus,N/A,"Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"Joao Paulo Barros; Luis Gomes; Luis Garcia","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:84872960728,"Model composition by reusing Petri net based modules","Costa A.","IECON Proceedings (Industrial Electronics Conference)",10.1109/IECON.2012.6389078,,[9781467324212],,,6132-6137,,2012-12-01,"In the last decades, embedded system controllers design is facing sustainable increasing complexity. This brings new challenges that can benefit from model based development approaches. Petri nets are one of the formalisms suitable to be used as system specification language. This paper proposes a method for model composition, starting from sub-models representing concurrent components, and relying on their composition using a bottom-up approach, while supporting the reusability of modules. This bottom-up approach is integrated with a previous top-down decomposition approach of the system model, using the net splitting operation, where sub-models associated with components are generated. In this sense, the proposed technique supports a balanced usage of top-down and bottom-up approaches to system modeling using model-based development of embedded system controllers where Petri nets play a central role. © 2012 IEEE.",,0,"Artigos em conferência",6389078,Engenharia,Scopus,N/A,"Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"Aniko Costa; Luis Gomes; Joao Paulo Barros","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:84872927291,"On the verification of non-autonomous Petri net models using autonomous petri net tools","Barros J.P.","IECON Proceedings (Industrial Electronics Conference)",10.1109/IECON.2012.6389077,,[9781467324212],,,6138-6143,,2012-12-01,"This paper shows how to transform the input part of a class of non-autonomous Petri net models into behaviorally equivalent autonomous models. To that end, it proposes a set of transformations and compositions to replace non-autonomous annotations by structurally equivalent net modules. The resulting model can be analyzed by existing tools for autonomous Place/Transition nets supporting a maximal step semantics and, preferably, priorities in transitions. This possibility was tested using a freely available analysis tool for Place/Transition nets. © 2012 IEEE.",,1,"Artigos em conferência",6389077,Engenharia,Scopus,N/A,"Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"Joao Paulo Barros; Luis Gomes; Aniko Costa","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:84856528300,"From UML state machines to Petri nets: History attribute translation strategies","Pais R.","IECON Proceedings (Industrial Electronics Conference)",10.1109/IECON.2011.6119924,,[9781612849720],,,3776-3781,,2011-12-01,"This paper presents a set of translation strategies from state machines using the history attribute to a class of non-autonomous Petri nets named Input-Output Place Transition Nets (IOPT nets). IOPT nets extend the well-known low-level Petri net class of place transition nets with input and output signals and events. Other state machine elements translation mechanisms were already proposed and are here revised and improved to support the last available version of UML (UML 2.4 - Beta 2, March 2011). There are various goals that we intend to achieve with the translation from state machines to IOPT nets: benefit from the integration on a Petri net-based framework for the development of embedded systems using co-design techniques allowing generation of code for different platforms and languages; contribution for the development of tools to create, edit, verify proprieties, optimize, support model transformation, execute and visualize UML state machines. © 2011 IEEE.",,9,"Artigos em conferência",6119924,Engenharia,Scopus,N/A,"Universidade Nova de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"Rui Pais; Luis Gomes; Joao Paulo Barros","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:80054991139,"An Ecore based Petri net type definition for PNML IOPT models","Ribeiro J.","IEEE International Conference on Industrial Informatics (INDIN)",10.1109/INDIN.2011.6034992,19354576,[9781457704345],,,777-782,,2011-11-01,"In this paper we present a new Input-Output Place-Transition (IOPT) Petri net metamodel and its Petri Net Type Definition (PNTD) using a RELAX NG grammar. This new version introduces changes to the previous metamodel to ensure that the model representation follows the International Standard guidelines to extend PNML and to fully support automatic generation of models state space. The validation of this revised metamodel and the corresponding PNTD were made through case studies. The new concepts introduced in the metamodel have demonstrated their validity and usefulness, in the automatic generation of executable code and the state space. The correctness of the RELAX NG grammar was also validated through case studies. © 2011 IEEE.",,11,"Artigos em conferência",6034992,Engenharia,Scopus,N/A,"Instituto Superior de Engenharia de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"José Ribeiro; Filipe Moutinho; Fernando Pereira; João Paulo Barros; Luis Gomes","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:79960309919,"Java2Sequence - A tool for the visualization of object-oriented programs in introductory programming","Barros J.P.","ITiCSE'11 - Proceedings of the 16th Annual Conference on Innovation and Technology in Computer Science",10.1145/1999747.1999882,,[9781450308878],,,369,,2011-07-19,"This poster presents a Java based visualization tool for introductory object-oriented courses. The tool generates UML Sequence Diagrams from the execution of Java programs. The generated diagrams are enriched with a set of textual annotations that facilitate comprehension as they ""connect"" code and the respective diagrammatic representation. © 2011 Authors.","java ; object-oriented, sequence diagram, uml, visual, diagram, program comprehension, visualization",1,"Artigos em conferência",,Engenharia,Scopus,N/A,"Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"João Paulo Barros; Luís Biscaia; Miguel Vitória","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:79952235994,"Petri net based specification and verification of globally-asynchronous- locally-synchronous system","Moutinho F.","IFIP Advances in Information and Communication Technology",10.1007/978-3-642-19170-1_26,18684238,[9783642191695],"349 AICT",,237-245,,2011-03-08,"This paper shows a methodology for Globally-Asynchronous-Locally- Synchronous (GALS) systems specification and verification. The distributed system is specified by non-autonomous Petri net modules, obtained after the partition of a (global) Petri net model. These modules are represented using IOPT (Input-Output Place-Transition) Petri net models, communicating through dedicated communication channels forming the GALS system under analysis. This set of modules is then automatically translated into Maude code through a MDA approach. As the modules of GALS systems run concurrently, the Maude semantics for concurrent objects is used along with message representation. Finally, as a particular case, the system state space is generated from the Maude specification of the GALS system, allowing property verification. © 2011 IFIP International Federation for Information Processing.","Embedded Systems ; GALS ; Maude ; Petri Nets ; Verification",3,"Artigos em conferência",,Engenharia,Scopus,N/A,"Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa (Caparica, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal); Universidade Federal de Campina Grande (Campina Grande, Brazil)",N/A,N/A,"Filipe Moutinho; Luís Gomes; Paulo Barbosa; João Paulo Barros; Franklin Ramalho; Jorge Figueiredo; Anikó Costa; André Monteiro","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:79952229526,"Towards statecharts to input-output place transition nets transformations","Pais R.","IFIP Advances in Information and Communication Technology",10.1007/978-3-642-19170-1_25,18684238,[9783642191695],"349 AICT",,227-236,,2011-03-08,"This paper proposes a set of procedures addressing a Model Driven Architecture approach to translate of SysML statechart models into a class of non-autonomous Petri nets. The main goal of this set of procedures is to benefit from the model-based attitude allowing the integration of development flows based on statecharts with the ones based on Petri nets. Several methodologies exist to transform statechart models into specific classes of Petri net models, which depend on the proposed goals to achieve. The target formalism for the translation is the class of Input-Output Place Transition Nets, which extends the well-known low-level Petri net class of place transition nets with input and output signals and events dependencies. With this Petri net class we aim to contribute with tools to be integrated on a framework for the project of embedded systems using co-design techniques. © 2011 IFIP International Federation for Information Processing.","ATL ; MDA ; Petri Nets ; PNML ; Statecharts ; SysML",6,"Artigos em conferência",,Engenharia,Scopus,N/A,"Universidade Nova de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal)",N/A,N/A,"Rui Pais; Luís Gomes; João Paulo Barros","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:79952210365,"SysVeritas: A framework for verifying IOPT nets and execution semantics within embedded systems design","Barbosa P.","IFIP Advances in Information and Communication Technology",10.1007/978-3-642-19170-1_28,18684238,[9783642191695],"349 AICT",,256-265,,2011-03-08,"We present a rewriting logic based technique for defining the formal executable semantics of a non-autonomous Petri net class, named Input-Output Place/Transition nets (IOPT nets), designed for model-based embedded system's development, according to the MDA initiative. For this purpose, we provide model-to-model transformations from ecore IOPT models to a rewriting logic specification in Maude. The transformations are defined as semantic mappings based on the respective metamodels: the IOPT metamodel and the Maude metamodel. Also, we define model to-text transformations for the generation of the model execution code in the rewriting logic framework. Hence, we present a translational semantics composed by two components: (i) the denotational one, considering as semantic domains the operations, equations, and properties that specify the Petri net structure, signals, and events according to the commutative monoid view; and (ii) the operational one, that changes the interleaving semantics of Maude using rewriting rules specified at the Maude metalevel to provide a maximal step semantics for transitions with arcs, test arcs, and priorities. Additionally, this work gives architectural advices in order to compose new semantics specifications by simple component substitution. Due to its simulation and verification capabilities for control systems, the presented work was applied to a domotic project that intends to save energy in residential buildings. © 2011 IFIP International Federation for Information Processing.","Embedded Systems ; Maude ; Petri Nets ; Verification",9,"Artigos em conferência",,Engenharia,Scopus,N/A,"Universidade Nova de Lisboa (Lisbon, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Instituto de Desenvolvimento de Novas Tecnologias (Caparica, Portugal); Universidade Federal de Campina Grande (Campina Grande, Brazil)",N/A,N/A,"Paulo Barbosa; João Paulo Barros; Franklin Ramalho; Luís Gomes; Jorge Figueiredo; Filipe Moutinho; Anikó Costa; André Aranha","N/A; 0000-0002-0097-9883",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
