id,titulo,fonte,doi,tipo,autores,departamento,orcids_autores,ano_publicacao,autor_principal,issn,isbn,volume,numero,paginas,editor,keywords,origem,financiador,repositorioIPBeja,apoiosPublicaçao
SCOPUS_ID:85143549346,"A social and technical sustainability requirements catalogue","Data and Knowledge Engineering",10.1016/j.datak.2022.102107,Journal,"Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2023,"Moreira A.",0169023X,undefined,143,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85141715688,"Feature-Aware Drop Layer (FADL): A Nonparametric Neural Network Layer for Feature Selection","Lecture Notes in Networks and Systems",10.1007/978-3-031-18050-7_54,"Book Series","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2023,"Jiménez-Navarro M.J.",23673370,"true, [9783031180491]","531 LNNS",undefined,557-566,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85131097736,"A new big data triclustering approach for extracting three-dimensional patterns in precision agriculture",Neurocomputing,10.1016/j.neucom.2021.06.101,Journal,"Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2022,"Melgar-García L.",09252312,undefined,500,undefined,268-278,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85140906596,"Active Learning Activities in a Pandemic Context for a Software Engineering Course: An Experience Report","International Conference on Computer Supported Education, CSEDU - Proceedings",10.5220/0011108500003182,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2022,"Brito I.S.",undefined,"true, [9789897585623]",2,undefined,654-661,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85134826178,"Predict Churning Customers – An Explorative Study","Iberian Conference on Information Systems and Technologies, CISTI",10.23919/CISTI54924.2022.9820260,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2022,"Ferreira T.",21660727,"true, [9789893334362]",2022-June,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85131236114,"1st International Workshop on Cyber-Physical Social Systems for Sustainability: Preface","CEUR Workshop Proceedings",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2022,"Brito I.S.",16130073,undefined,3144,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85139922891,"A method for verifying compliance with the General Data Protection Regulation - a proposal to adapt an Information Security Management System","Atas da Conferencia da Associacao Portuguesa de Sistemas de Informacao",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2021,"Pilonas H.",undefined,undefined,2021-October,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85118101372,"A Sustainability Requirements Catalog for the Social and Technical Dimensions","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10.1007/978-3-030-89022-3_30,"Book Series","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2021,"Albuquerque D.",03029743,"true, [9783030890216]","13011 LNCS",undefined,381-394,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85091321949,"Discovering Spatio-Temporal Patterns in Precision Agriculture Based on Triclustering","Advances in Intelligent Systems and Computing",10.1007/978-3-030-57802-2_22,"Book Series","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2021,"Melgar-García L.",21945357,"true, [9783030578015]","1268 AISC",undefined,226-236,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85098730975,"Data integration for infrastructure asset management in small to medium-sized water utilities","Water Science and Technology",10.2166/wst.2020.377,Journal,"Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2020,"Carriço N.",02731223,undefined,82,undefined,2737-2744,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85087869586,"Moving to project-based learning at the program level: An experience report","IEEE Global Engineering Education Conference, EDUCON",10.1109/EDUCON45650.2020.9125297,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2020,"Brito I.S.",21659559,"true, [9781728109305]",2020-April,undefined,1614-1621,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85128336167,"The Effects of Industry 4.0 in Tourism and Hospitality and Future Trends in Portugal","The Emerald Handbook of ICT in Tourism and Hospitality",10.1108/978-1-83982-688-720201023,Book,"Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2020,"Ramos C.M.Q.",undefined,"true, [9781839826887, 9781839826894]",undefined,undefined,367-378,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85092305126,"Handling nonfunctional requirements for smart cities","23rd Iberoamerican Conference on Software Engineering, CIbSE 2020",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2020,"Brito I.S.",undefined,undefined,undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85068474078,Preface,"XXII Ibero-American Conference on Software Engineering, CIbSE 2019",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2019,"Marín B.",undefined,undefined,undefined,undefined,I-II,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85050862039,"A concern-oriented sustainability approach","Proceedings - International Conference on Research Challenges in Information Science",10.1109/RCIS.2018.8406676,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2018,"Brito I.S.",21511349,"true, [9781538665176]",2018-May,undefined,1-12,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85032812975,"Software Requirements Analyst Profile: A Descriptive Study of Brazil and Mexico","Proceedings - 2017 IEEE 25th International Requirements Engineering Conference, RE 2017",10.1109/RE.2017.22,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2017,"Calazans A.T.S.",undefined,"true, [9781538631911]",undefined,undefined,204-212,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85044466453,"Towards automatic code generation for distributed cyber-physical systems: A first prototype for arduino boards","IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",10.1109/ETFA.2017.8247737,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2017,"Ataíde A.",19460740,"true, [9781509065059]",undefined,undefined,1-4,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85023595133,"Student perspectives on the use of a Java library for novices","IEEE Global Engineering Education Conference, EDUCON",10.1109/EDUCON.2017.7943031,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2017,"Barros J.P.",21659559,"true, [9781509054671]",undefined,undefined,1405-1410,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85013119849,"Modeling the impact of UAVs in sustainability","Proceedings - 2016 IEEE 24th International Requirements Engineering Conference Workshops, REW 2016",10.1109/REW.2016.33,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2017,"Conejero J.M.",undefined,"true, [9781509036943]",undefined,undefined,208-216,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85043229700,"Towards an information system for information dissemination for an integrated management systems QHSE","Atas da Conferencia da Associacao Portuguesa de Sistemas de Informacao",10.18803/capsi.v17.233-244,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2017,"Joseph da Lança A.C.",undefined,undefined,17,undefined,233-244,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85026658120,Preface,"CIbSE 2017 - XX Ibero-American Conference on Software Engineering",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2017,"Brito I.",undefined,"true, [9789873806988]",undefined,undefined,i,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85026630484,Preface,"CIbSE 2017 - XX Ibero-American Conference on Software Engineering",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2017,"Garcia-Molina J.",undefined,"true, [9789873806988]",undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85012866427,"From requirements to code (Re2Code) - A model-based approach for controller implementation","IEEE International Conference on Industrial Informatics (INDIN)",10.1109/INDIN.2016.7819354,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2016,"Brito I.S.",19354576,"true, [9781509028702]",0,undefined,1224-1230,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84988360207,"Trends and needs in requirements engineering research in Ibero-America: Insights from a panel","CIBSE 2016 - XIX Ibero-American Conference on Software Engineering",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2016,"De La Vara J.L.",undefined,"true, [9789978301814]",undefined,undefined,436-441,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84964645546,"Qualitative assessment of access control in a database management system","2015 IEEE 2nd International Conference on InformationScience and Security, ICISS 2015",10.1109/ICISSEC.2015.7371026,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2016,"Brito I.S.",undefined,"true, [9781467386111]",undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85026630190,"Trends and needs in requirements engineering research in Ibero-America: Insights from a panel","Anais do WER 2016 - Workshop em Engenharia de Requisitos",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2016,"de la Vara J.L.",undefined,"true, [9781510827189]",undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84949484238,"Controller design and implementation: An approach based on problem frames and Petri Net models","Proceeding - 2015 IEEE International Conference on Industrial Informatics, INDIN 2015",10.1109/INDIN.2015.7281849,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2015,"Brito I.S.",undefined,"true, [9781479966493]",undefined,undefined,860-867,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85089557935,"Trends and needs in requirements engineering research in Ibero-America","Anais do WER 2015 - Workshop em Engenharia de Requisitos",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2015,"Brito I.S.",undefined,"true, [9789972825804]",undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84936140896,"Trends and needs in requirements engineering research in Ibero-America","CIBSE 2015 - XVIII Ibero-American Conference on Software Engineering",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2015,"Brito I.S.",undefined,"true, [9789972825804]",undefined,undefined,716-717,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84936070584,"Track3: Workshop on Requirements Engineering (WER2015) Preface","CIBSE 2015 - XVIII Ibero-American Conference on Software Engineering",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2015,"Brito I.",undefined,"true, [9789972825804]",undefined,undefined,517,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84914104660,"Requirements specification for controller design - From use cases to IOPT net models","Proceedings - 2014 12th IEEE International Conference on Industrial Informatics, INDIN 2014",10.1109/INDIN.2014.6945509,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2014,"Barros J.P.",undefined,"true, [9781479949052]",undefined,undefined,207-212,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84902314409,"Using ICT to support e-Learning in higher education","CSEDU 2014 - Proceedings of the 6th International Conference on Computer Supported Education",10.5220/0004964705880593,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2014,"Brito I.",undefined,"true, [9789897580208]",1,undefined,588-593,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84887121527,"SmartRestaurant: A report on the development of a NFC-based mobile application","ICSOFT 2013 - Proceedings of the 8th International Joint Conference on Software Technologies",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2013,"Rosa V.",undefined,"true, [9789898565686]",undefined,undefined,322-327,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84930022899,"Handling conflicts in aspect-oriented requirements engineering","Aspect-Oriented Requirements Engineering",10.1007/978-3-642-38640-4_12,Book,"Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2013,"Brito I.S.",undefined,"true, [9783642386404, 3642386393, 9783642386398]",9783642386404,undefined,225-241,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84892570338,"Coloured Petri net model of the bCMS system using CPN tools","2013 3rd International Workshop on Comparing Requirements Modeling Approaches, CMA@RE 2013 - Proceedings",10.1109/CMA-RE.2013.6664178,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2013,"Brito I.S.",undefined,"true, [9781479907793]",undefined,undefined,7-12,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:79959311541,"Aspect-oriented analysis for software product lines requirements engineering","Proceedings of the ACM Symposium on Applied Computing",10.1145/1982185.1982333,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2011,"Varela P.",undefined,"true, [9781450301138]",undefined,undefined,667-674,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:79551587941,"Using constraints for intrusion detection: The NeMODe system","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10.1007/978-3-642-18378-2_11,"Book Series","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2011,"Salgueiro P.",03029743,"true, [9783642183775]","6539 LNCS",undefined,115-129,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84887870834,"A metamodel for aspect-oriented analysis approach","CIbSE 2010 - Actas - 13th Conferencia Iberoamericana en ""Software Engineering""",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2010,"Brito I.",undefined,"true, [9789978325100]",undefined,undefined,199-212,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:79551603149,"Aspect-oriented specification: A case study in space domain","International Journal of Software Engineering and Knowledge Engineering",10.1142/S0218194010004943,Journal,"Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2010,"Agostinho S.",02181940,undefined,20,undefined,783-808,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:55849132253,"A Metadata-driven approach for aspect-oriented requirements analysis","ICEIS 2008 - Proceedings of the 10th International Conference on Enterprise Information Systems",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2008,"Agostinho S.",undefined,"true, [9789898111388]","2 ISAS",undefined,129-136,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:48749119468,"On the contributions of an end-to-end AOSD testbed 1","Proceedings - International Conference on Software Engineering",10.1109/EARLYASPECTS.2007.8,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2007,"Greenwood P.",02705257,"true, [0769529577, 9780769529578]",undefined,undefined,8-14,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:38549178856,"Handling conflicts in aspectual requirements compositions","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10.1007/978-3-540-75162-5_6,"Book Series","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2007,"Brito I.S.",03029743,"true, [3540751610, 9783540751618]","4620 LNCS",undefined,144-166,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:38549117144,"An XML-based language for specification and composition of aspectual concerns","ICEIS 2006 - 8th International Conference on Enterprise Information Systems, Proceedings",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2006,"Soeiro E.",undefined,"true, [9728865430, 9789728865436]",ISAS,undefined,410-419,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:38049159995,"Tool support for aspect-oriented requirements","Proceedings of the 10th IASTED International Conference on Software Engineering and Applications, SEA 2006",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2006,"Brito I.S.",undefined,"true, [9780889865990]",undefined,undefined,38-44,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:41149170880,"Towards an integrated approach for aspectual requirements","Proceedings of the IEEE International Conference on Requirements Engineering",10.1109/RE.2006.67,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2006,"Brito I.S.",1090705X,"true, [9780769525556]",undefined,undefined,341-342,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:0842333988,"A multiple objective mixed integer linear programming model for power generation expansion planning",Energy,10.1016/j.energy.2003.10.012,Journal,"Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2004,"Antunes C.H.",03605442,undefined,29,undefined,613-627,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:79960337718,"Aspect-oriented software development: An overview","ICEIS 2003 - Proceedings of the 5th International Conference on Enterprise Information Systems",undefined,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2003,"Brito I.",undefined,"true, [9729881618]",3,undefined,531-534,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:77953781306,"Crosscutting quality attributes for requirements engineering","ACM International Conference Proceeding Series",10.1145/568760.568790,"Conference Proceeding","Isabel Sofia Sousa Brito",Engenharia,0000-0002-7556-4367,2002,"Moreira A.",undefined,"true, [1581135564, 9781581135565]",27,undefined,167-174,undefined,,Scopus,N/A,N/A,N/A
undefined,undefined,undefined,undefined,undefined,"João Alberto Mendes Leal","Artes H Desporto",0000-0003-2798-1913,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85200986098,"Comparison of milk-clotting activity measurement using the Berridge's operator-based approach and a proposed digital method","International Dairy Journal",10.1016/j.idairyj.2024.106055,Journal,"João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2024,"Caeiro J.J.",09586946,undefined,159,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85135091413,"IoT Lysimeter System with Enhanced Data Security","Lecture Notes in Electrical Engineering",10.1007/978-3-031-10047-5_11,"Book Series","João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2022,"Oliveira G.",18761100,"true, [9783031100468]","930 LNEE",undefined,119-129,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85126259233,"Hydric Resources and Meteorological Monitoring IoT System: The Software Architecture","IFIP Advances in Information and Communication Technology",10.1007/978-3-030-96466-5_16,"Book Series","João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2022,"Carvalho R.S.",18684238,"true, [9783030964658]","641 IFIP",undefined,252-267,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85126182712,"Smart Lysimeter with Crop and Environment Monitoring: Enhanced with Pest and Crop Control","IFIP Advances in Information and Communication Technology",10.1007/978-3-030-96466-5_4,"Book Series","João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2022,"Almeida C.",18684238,"true, [9783030964658]","641 IFIP",undefined,48-63,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85093115477,"Impact of environmental conditions on the ripening of Queijo de Évora PDO cheese","Journal of Food Science and Technology",10.1007/s13197-020-04856-x,Journal,"João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2021,"Dias J.M.",00221155,undefined,58,undefined,3942-3952,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85111649570,"Applying computational fluid dynamics in the development of smart ripening rooms for traditional cheeses",Foods,10.3390/foods10081716,Journal,"João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2021,"Alvarenga N.",undefined,undefined,10,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85128155966,"Automated remote control of cheese ripening chambers: Increasing economic value added while reducing the risk of transmission during the pandemic","Handbook of Research on Reinventing Economies and Organizations Following a Global Health Crisis",10.4018/978-1-7998-6926-9.ch024,Book,"João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2021,"Ferreira P.",undefined,"true, [9781799869276, 9781799869269]",undefined,undefined,442-460,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85121847719,"A Smart IoT System for Water Monitoring and Analysis","Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",10.1007/978-3-030-91421-9_6,"Book Series","João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2021,"Santos J.M.",18678211,"true, [9783030914202]","401 LNICST",undefined,67-79,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85137921106,"Water management for rural environments and IoT","Research Anthology on Blockchain Technology in Business, Healthcare, Education, and Government",10.4018/978-1-7998-5351-0.ch015,Book,"João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2020,"Caeiro J.J.",undefined,"true, [9781799853527, 9781799853510]",undefined,undefined,246-262,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85089819418,"The economic impact of a new type of ripening chamber in traditional cheese manufacturing","Sustainability (Switzerland)",10.3390/su12166682,Journal,"João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2020,"Teixeira N.",undefined,undefined,12,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84911923584,"Nonlinear system identification using constellation based multiple model adaptive estimators","European Signal Processing Conference",undefined,"Conference Proceeding","João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2014,"Martins J.C.",22195491,"true, [9780992862619]",undefined,undefined,1217-1221,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:83455169066,"A new approach to system identification and parameter tuning with multiple model adaptive estimators","ISPA 2011 - 7th International Symposium on Image and Signal Processing and Analysis",undefined,"Conference Proceeding","João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2011,"Martins J.C.",undefined,"true, [9789531841597]",undefined,undefined,72-77,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:67349105614,"Neural code metrics: Analysis and application to the assessment of neural models",Neurocomputing,10.1016/j.neucom.2008.12.012,Journal,"João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2009,"Martins J.",09252312,undefined,72,undefined,2337-2350,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85115951330,"Bioelectronic vision: Retina models, evaluation metrics and system design","Bioelectronic Vision: Retina Models, Evaluation Metrics and System Design",10.1142/6777,Book,"João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2009,"Martins J.C.",undefined,"true, [9789812794314, 9812794301, 9789812794307]",undefined,undefined,1-246,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:55649116193,"Towards a unified model for the retina: Static vs Dynamic integrate and fire models","BIOSIGNALS 2008 - Proceedings of the 1st International Conference on Bio-inspired Systems and Signal Processing",undefined,"Conference Proceeding","João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2008,"Tomás P.",undefined,"true, [9789898111180]",2,undefined,528-533,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:51849083441,"Instrumentation remote control through internet with PHP","VECIMS 2008 - IEEE Conference on Virtual Environments, Human-Computer Interfaces and Measurement Systems Proceedings",10.1109/VECIMS.2008.4592750,"Conference Proceeding","João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2008,"Santos J.",undefined,"true, [9781424419289]",undefined,undefined,41-44,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:56149126474,"Parameters identification with the multiple model adaptive estimation (MMAE) algorithm","Proceedings of the IASTED International Conference on Modelling, Identification, and Control, MIC",undefined,"Conference Proceeding","João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2006,"Martins J.C.",10258973,"true, [0889865515, 9780889865518]",undefined,undefined,501-506,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:48149103257,"Additive logistic regression applied to retina modelling","Proceedings - International Conference on Image Processing, ICIP",10.1109/ICIP.2007.4379308,"Conference Proceeding","João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2006,"Martins S.F.",15224880,"true, [1424414377, 9781424414376]",3,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:48149110914,"Performance comparison of computational retina models","Proceedings of the 5th IASTED International Conference on Visualization, Imaging, and Image Processing, VIIP 2005",undefined,"Conference Proceeding","João Carlos da Silva Martins",Engenharia,0000-0002-4567-7416,2005,"Martins J.C.",undefined,"true, [0889865280, 9780889865280]",undefined,undefined,156-161,undefined,,Scopus,N/A,N/A,N/A
undefined,undefined,undefined,undefined,undefined,"João Filipe Dias Medeira Rodrigues","Artes H Desporto",0000-0003-1796-9013,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85214460393,"Distributed Composite Drought Index Based on Principal Component Analysis and Temporal Dependence Assessment","Water (Switzerland)",10.3390/w17010017,Journal,"João Filipe Fragoso dos Santos",Engenharia,0000-0002-4671-9884,2025,"Santos J.F.",undefined,undefined,17,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85185709385,"Water Quality Assessment of a Hydro-Agricultural Reservoir in a Mediterranean Region (Case Study—Lage Reservoir in Southern Portugal)","Water (Switzerland)",10.3390/w16040514,Journal,"João Filipe Fragoso dos Santos",Engenharia,0000-0002-4671-9884,2024,"Catarino A.",undefined,undefined,16,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85176446659,"Drought Characterization in Croatia Using E-OBS Gridded Data","Water (Switzerland)",10.3390/w15213806,Journal,"João Filipe Fragoso dos Santos",Engenharia,0000-0002-4671-9884,2023,"Santos J.F.",undefined,undefined,15,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85149198067,"An Information System for Infrastructure Asset Management Tailored to Portuguese Water Utilities: Platform Conceptualization and a Prototype Demonstration",Systems,10.3390/systems11020085,Journal,"João Filipe Fragoso dos Santos",Engenharia,0000-0002-4671-9884,2023,"Carriço N.",undefined,undefined,11,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85126259233,"Hydric Resources and Meteorological Monitoring IoT System: The Software Architecture","IFIP Advances in Information and Communication Technology",10.1007/978-3-030-96466-5_16,"Book Series","João Filipe Fragoso dos Santos",Engenharia,0000-0002-4671-9884,2022,"Carvalho R.S.",18684238,"true, [9783030964658]","641 IFIP",undefined,252-267,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85153445417,"Risk Analysis of Water Harvesting Systems","Handbook of Water Harvesting and Conservation: Basic Concepts and Fundamentals",10.1002/9781119478911.ch12,Book,"João Filipe Fragoso dos Santos",Engenharia,0000-0002-4671-9884,2021,"Do Céu Almeida M.",undefined,"true, [9781119478911, 9781119478959]",undefined,undefined,177-189,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85121847719,"A Smart IoT System for Water Monitoring and Analysis","Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",10.1007/978-3-030-91421-9_6,"Book Series","João Filipe Fragoso dos Santos",Engenharia,0000-0002-4671-9884,2021,"Santos J.M.",18678211,"true, [9783030914202]","401 LNICST",undefined,67-79,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85098730975,"Data integration for infrastructure asset management in small to medium-sized water utilities","Water Science and Technology",10.2166/wst.2020.377,Journal,"João Filipe Fragoso dos Santos",Engenharia,0000-0002-4671-9884,2020,"Carriço N.",02731223,undefined,82,undefined,2737-2744,undefined,,Scopus,N/A,N/A,N/A
